character_id,enemy_id,timestamp,value
258,220,2022-07-17T14,Captured
229,234,2021-08-30T01,Captured
258,268,2021-07-08T16,Captured
282,233,2022-10-07T21,Captured
240,382,2021-08-09T10,Defeated
147,205,2021-03-23T19,Captured
201,390,2022-07-31T15,Escaped
316,316,2022-03-27T14,Captured
329,287,2021-05-25T20,Defeated
260,298,2021-09-18T13,Captured
31,365,2022-07-10T01,Defeated
357,213,2022-09-03T01,Defeated
48,323,2021-07-25T16,Escaped
335,417,2021-06-01T00,Defeated
284,309,2023-08-18T12,Escaped
350,212,2022-02-17T12,Captured
155,404,2022-06-18T13,Captured
72,217,2022-02-17T07,Defeated
246,198,2022-11-30T04,Defeated
7,287,2022-11-09T03,Escaped
152,254,2021-01-31T07,Defeated
381,373,2021-01-30T12,Captured
81,332,2023-07-27T02,Captured
365,304,2022-04-12T19,Escaped
68,220,2021-01-08T10,Captured
63,319,2021-06-05T12,Escaped
218,269,2023-05-12T00,Escaped
72,377,2023-03-02T16,Defeated
308,370,2021-02-26T21,Defeated
56,264,2021-03-10T22,Defeated
35,336,2021-03-22T21,Captured
157,374,2021-05-15T13,Defeated
139,330,2021-06-25T03,Defeated
201,374,2021-10-06T09,Defeated
292,233,2021-12-26T23,Captured
284,368,2021-06-19T06,Escaped
66,336,2023-01-27T00,Captured
34,285,2022-08-30T16,Defeated
357,227,2023-09-06T03,Defeated
164,288,2021-04-07T19,Defeated
376,278,2021-04-21T11,Captured
310,290,2022-07-25T08,Captured
92,362,2021-06-09T21,Captured
367,258,2022-06-06T09,Defeated
28,301,2022-07-12T16,Defeated
114,234,2023-08-01T23,Captured
240,396,2021-02-01T01,Captured
3,287,2023-04-25T14,Escaped
54,320,2021-08-04T21,Defeated
111,298,2023-05-02T02,Escaped
107,261,2022-09-01T02,Captured
299,220,2023-08-26T10,Captured
329,370,2021-02-02T07,Captured
244,249,2023-02-20T01,Captured
333,205,2021-12-03T12,Escaped
93,382,2022-03-09T02,Escaped
337,251,2022-08-20T16,Captured
45,330,2021-07-04T16,Defeated
168,278,2023-09-11T03,Escaped
365,374,2022-11-29T21,Escaped
197,254,2023-02-26T12,Defeated
78,226,2022-02-24T01,Captured
136,373,2021-09-26T07,Defeated
14,411,2023-05-08T22,Captured
176,409,2021-07-14T09,Escaped
78,390,2022-10-07T00,Defeated
93,205,2023-06-23T21,Captured
66,404,2021-06-16T13,Defeated
126,396,2023-09-03T11,Defeated
36,340,2022-12-28T05,Defeated
217,356,2023-03-17T11,Defeated
155,305,2022-01-03T15,Escaped
196,257,2023-07-17T06,Defeated
367,359,2023-07-28T21,Captured
279,411,2022-06-06T03,Escaped
359,264,2023-02-08T12,Captured
77,336,2023-07-31T01,Defeated
366,301,2023-04-22T00,Captured
196,282,2021-01-22T12,Defeated
48,296,2021-08-05T04,Escaped
139,304,2021-08-19T15,Escaped
72,420,2021-03-31T03,Captured
72,251,2021-04-16T17,Captured
81,208,2022-02-28T10,Escaped
196,265,2023-07-19T13,Captured
282,249,2021-01-07T00,Defeated
109,396,2021-12-08T03,Defeated
353,276,2021-02-05T03,Captured
258,409,2023-09-12T11,Captured
241,212,2021-08-13T14,Captured
136,357,2023-08-14T11,Escaped
64,227,2023-06-15T15,Defeated
282,208,2021-12-28T04,Escaped
95,386,2021-10-15T08,Captured
214,332,2021-10-27T10,Escaped
90,332,2023-07-26T07,Escaped
292,217,2021-06-26T03,Escaped
226,396,2022-06-05T10,Defeated
376,197,2022-10-23T15,Captured
68,398,2022-09-17T19,Captured
147,285,2021-11-25T08,Escaped
157,205,2021-12-16T23,Escaped
304,346,2023-06-03T14,Captured
81,382,2022-05-31T04,Defeated
269,373,2021-04-08T03,Escaped
287,370,2023-06-29T13,Defeated
44,242,2022-07-18T21,Defeated
304,278,2022-09-09T15,Defeated
129,417,2022-09-07T22,Captured
201,213,2023-03-21T18,Escaped
156,316,2021-06-11T06,Captured
272,223,2023-02-13T15,Captured
366,238,2023-01-29T08,Defeated
165,385,2022-05-06T09,Captured
252,251,2023-04-27T03,Defeated
246,270,2023-04-23T19,Escaped
337,309,2021-04-27T17,Escaped
45,316,2022-09-06T23,Escaped
119,269,2023-01-28T13,Captured
48,420,2022-04-02T13,Captured
18,217,2022-02-26T10,Defeated
7,197,2022-03-20T06,Escaped
316,268,2021-06-21T22,Captured
241,346,2022-01-12T21,Escaped
310,233,2023-04-07T21,Escaped
101,269,2023-04-04T19,Defeated
168,357,2021-05-28T05,Escaped
152,396,2021-12-05T21,Defeated
61,359,2021-07-20T20,Defeated
281,316,2021-03-04T17,Defeated
214,261,2022-07-02T20,Escaped
165,374,2022-09-20T13,Captured
171,320,2022-09-01T09,Escaped
318,333,2023-02-03T08,Captured
68,226,2021-03-15T16,Captured
28,282,2022-12-19T08,Escaped
131,234,2023-06-08T01,Escaped
43,201,2022-10-01T05,Defeated
114,332,2022-08-13T08,Defeated
252,238,2023-07-29T11,Escaped
173,394,2023-07-29T22,Captured
134,390,2022-09-06T23,Captured
263,340,2021-04-25T12,Defeated
87,245,2023-05-12T08,Captured
152,211,2022-01-11T11,Captured
157,275,2023-06-18T07,Captured
318,316,2022-03-11T19,Defeated
322,398,2023-05-07T11,Escaped
35,351,2023-08-19T03,Captured
179,313,2022-06-23T21,Defeated
232,240,2021-08-29T21,Defeated
166,404,2022-04-30T07,Escaped
207,420,2022-12-03T23,Captured
114,377,2022-08-03T11,Escaped
260,265,2023-08-31T23,Captured
356,261,2023-02-09T00,Captured
87,373,2022-02-23T12,Captured
44,382,2023-07-31T18,Escaped
122,377,2022-11-03T12,Escaped
304,326,2022-09-24T21,Captured
78,249,2021-09-28T12,Captured
115,242,2021-01-14T19,Captured
87,226,2022-02-06T13,Defeated
69,268,2023-05-31T08,Escaped
348,303,2022-06-08T03,Escaped
190,269,2022-09-09T19,Captured
295,269,2022-01-11T21,Escaped
36,270,2021-09-19T17,Captured
248,316,2022-08-25T18,Captured
84,392,2021-06-18T12,Captured
259,415,2022-06-13T22,Escaped
166,379,2022-07-19T09,Defeated
269,340,2021-04-09T07,Captured
226,275,2021-07-29T20,Captured
259,320,2021-04-13T07,Defeated
144,414,2022-12-12T01,Escaped
337,240,2021-05-27T23,Captured
381,296,2022-03-11T01,Captured
183,388,2023-01-12T19,Captured
11,365,2021-08-17T02,Defeated
374,364,2021-07-21T14,Escaped
329,386,2022-08-06T05,Escaped
134,304,2021-06-03T22,Defeated
249,282,2021-07-09T11,Captured
301,406,2022-07-20T00,Escaped
353,235,2022-08-09T08,Escaped
58,369,2021-07-19T21,Defeated
25,388,2021-02-02T23,Captured
197,419,2022-02-12T23,Defeated
274,356,2021-07-27T23,Escaped
226,330,2021-04-08T12,Escaped
287,320,2021-12-31T12,Captured
64,392,2023-01-24T01,Escaped
58,261,2023-05-06T19,Defeated
11,249,2021-12-16T14,Captured
122,370,2021-07-25T13,Captured
171,312,2022-12-28T10,Escaped
17,377,2022-03-28T21,Captured
34,357,2023-03-14T02,Captured
229,326,2021-10-25T20,Escaped
92,245,2022-05-22T21,Escaped
301,210,2022-07-03T06,Defeated
318,336,2022-12-26T09,Escaped
40,365,2023-05-27T15,Defeated
164,276,2022-11-14T05,Captured
207,391,2021-01-07T05,Captured
232,415,2022-04-03T16,Defeated
190,288,2022-04-12T09,Captured
373,309,2022-07-31T17,Escaped
348,304,2021-01-23T08,Escaped
340,319,2021-05-25T19,Captured
263,354,2021-04-28T17,Escaped
223,290,2023-09-14T03,Defeated
166,264,2021-07-22T10,Captured
58,304,2022-02-06T05,Escaped
348,265,2022-10-20T23,Escaped
4,242,2023-02-26T20,Captured
295,213,2023-09-06T17,Defeated
131,392,2023-02-06T01,Defeated
136,354,2023-04-09T18,Defeated
378,226,2021-02-12T07,Defeated
152,213,2021-01-29T12,Escaped
176,285,2021-12-04T22,Escaped
259,305,2022-05-19T04,Escaped
356,309,2022-03-03T00,Escaped
277,280,2021-02-24T20,Defeated
241,282,2021-04-15T15,Defeated
310,369,2023-02-04T06,Escaped
171,287,2021-02-14T19,Defeated
102,269,2022-04-05T11,Defeated
77,261,2022-07-12T20,Captured
144,293,2023-02-04T05,Escaped
197,411,2021-08-14T15,Defeated
274,228,2023-09-12T11,Escaped
204,270,2023-02-01T22,Defeated
277,226,2021-01-09T10,Captured
84,391,2021-09-25T22,Captured
332,257,2021-09-03T12,Escaped
136,370,2022-02-05T15,Captured
244,373,2023-01-01T06,Escaped
7,396,2021-01-12T13,Escaped
21,414,2022-10-07T14,Escaped
307,336,2022-03-05T01,Escaped
374,392,2023-08-08T11,Captured
195,233,2022-07-08T01,Defeated
312,293,2023-02-09T15,Defeated
158,245,2022-05-07T10,Escaped
204,364,2022-07-31T17,Captured
359,234,2023-01-10T09,Escaped
152,228,2021-01-14T22,Captured
369,392,2022-06-02T15,Captured
201,240,2023-02-28T23,Captured
43,234,2022-11-20T16,Captured
158,374,2021-07-02T15,Defeated
87,386,2022-01-09T21,Defeated
155,290,2021-01-18T22,Defeated
68,280,2021-01-18T05,Defeated
18,330,2021-03-13T20,Escaped
109,235,2023-08-28T14,Captured
164,361,2022-06-03T03,Escaped
78,293,2021-05-27T04,Captured
299,251,2022-07-07T06,Escaped
353,348,2023-08-25T06,Defeated
356,385,2022-05-12T09,Defeated
221,365,2023-07-05T19,Escaped
99,301,2021-12-18T15,Captured
182,278,2022-04-03T19,Captured
381,217,2021-12-30T04,Captured
48,229,2021-12-19T22,Defeated
93,217,2023-07-04T13,Defeated
252,346,2022-05-01T13,Escaped
355,296,2021-02-14T18,Defeated
68,373,2023-02-20T04,Escaped
221,251,2022-06-17T14,Captured
144,305,2022-03-07T16,Captured
285,404,2023-01-13T18,Defeated
187,323,2021-05-17T13,Captured
266,328,2023-05-31T02,Defeated
285,330,2021-03-06T08,Escaped
292,265,2021-09-23T01,Escaped
107,309,2021-09-10T21,Defeated
348,398,2023-05-28T20,Defeated
36,365,2022-09-17T17,Escaped
192,278,2023-04-13T21,Captured
4,404,2021-01-01T19,Escaped
173,346,2021-08-15T03,Escaped
214,332,2021-10-06T01,Captured
367,301,2022-06-21T15,Escaped
124,229,2023-05-09T12,Escaped
98,326,2023-02-15T22,Defeated
289,226,2021-12-16T00,Captured
326,278,2022-02-10T14,Captured
164,374,2021-05-11T05,Captured
304,275,2021-11-09T13,Defeated
28,346,2021-09-19T11,Defeated
132,304,2021-07-05T22,Defeated
166,233,2022-05-01T09,Captured
135,312,2022-06-12T23,Escaped
258,245,2023-02-12T18,Captured
332,285,2023-04-23T02,Escaped
200,406,2022-10-23T07,Defeated
240,357,2023-04-03T15,Escaped
50,202,2023-06-21T15,Escaped
355,417,2021-01-05T01,Escaped
237,373,2023-03-08T13,Captured
87,234,2023-03-14T07,Escaped
378,293,2023-06-17T17,Escaped
208,359,2023-01-22T01,Defeated
168,313,2023-08-02T19,Defeated
139,264,2022-08-22T08,Defeated
369,386,2021-05-11T22,Captured
18,213,2021-08-14T21,Defeated
201,364,2022-12-15T01,Captured
313,330,2023-05-30T06,Escaped
129,305,2022-01-16T13,Escaped
322,201,2023-02-18T15,Escaped
135,388,2022-06-24T19,Captured
301,414,2021-04-02T02,Defeated
211,348,2021-08-13T21,Escaped
36,386,2022-05-10T17,Escaped
90,312,2023-08-05T13,Escaped
310,396,2023-04-02T19,Escaped
142,398,2023-02-18T06,Escaped
8,268,2023-01-30T09,Captured
45,323,2021-04-24T14,Defeated
326,404,2023-06-05T05,Captured
43,333,2021-06-05T03,Escaped
139,401,2022-09-09T16,Escaped
266,330,2022-10-22T02,Defeated
92,212,2023-04-26T13,Defeated
155,362,2021-04-26T09,Captured
326,312,2022-11-23T08,Escaped
98,285,2022-07-02T18,Defeated
263,275,2022-09-02T22,Escaped
201,362,2021-05-09T04,Defeated
318,269,2021-01-24T16,Escaped
366,406,2023-08-16T06,Captured
63,217,2023-03-04T17,Escaped
196,257,2022-03-27T07,Captured
381,385,2021-01-08T15,Captured
362,379,2023-03-24T02,Defeated
190,211,2023-01-22T17,Captured
217,385,2021-01-30T14,Defeated
77,214,2021-11-08T17,Defeated
277,309,2021-05-27T04,Escaped
356,323,2021-05-12T14,Escaped
285,285,2023-06-04T19,Defeated
287,392,2021-08-01T11,Defeated
255,365,2023-01-09T18,Defeated
28,272,2021-12-29T19,Escaped
366,242,2021-06-22T04,Defeated
190,333,2021-03-05T09,Captured
223,305,2021-12-30T08,Captured
367,288,2022-02-05T00,Escaped
142,320,2022-11-10T23,Escaped
201,212,2022-09-19T09,Escaped
321,348,2022-06-28T00,Escaped
301,280,2023-02-04T22,Defeated
164,248,2023-07-25T17,Defeated
77,394,2022-12-29T19,Captured
304,356,2023-03-01T22,Escaped
74,332,2021-09-17T07,Defeated
95,332,2023-04-06T21,Defeated
72,386,2023-02-04T21,Defeated
312,211,2021-02-20T12,Captured
274,212,2022-01-16T08,Captured
190,358,2021-03-22T23,Escaped
233,197,2021-06-11T16,Captured
214,401,2023-09-01T11,Defeated
74,298,2022-07-27T03,Defeated
155,229,2022-07-26T22,Captured
321,234,2023-04-09T05,Defeated
132,404,2021-07-28T14,Escaped
337,233,2021-06-20T18,Defeated
240,280,2021-06-08T17,Captured
299,386,2021-05-08T18,Defeated
329,370,2021-05-03T22,Escaped
246,319,2021-06-01T22,Captured
369,320,2023-08-25T18,Escaped
161,361,2021-08-15T13,Defeated
171,330,2021-11-07T11,Escaped
344,288,2022-06-11T18,Captured
221,377,2022-10-11T11,Defeated
21,332,2023-07-26T14,Escaped
288,420,2023-03-17T05,Escaped
272,251,2023-08-22T03,Escaped
308,390,2023-09-06T23,Defeated
312,313,2022-10-19T22,Captured
32,364,2022-07-03T01,Escaped
235,309,2021-12-28T00,Captured
348,348,2022-06-13T05,Defeated
152,415,2022-05-22T23,Defeated
381,227,2021-04-29T21,Captured
78,233,2023-03-17T21,Escaped
40,234,2021-11-27T18,Escaped
99,328,2023-07-19T13,Defeated
249,220,2021-09-01T01,Escaped
58,382,2022-10-05T17,Defeated
64,298,2021-04-22T18,Defeated
353,316,2021-05-03T12,Captured
214,249,2021-11-10T23,Defeated
109,248,2023-04-02T12,Defeated
142,326,2021-08-29T20,Captured
359,282,2021-10-18T01,Escaped
147,420,2023-05-28T12,Captured
4,409,2021-12-26T14,Defeated
182,254,2021-09-25T07,Defeated
211,258,2021-11-10T03,Defeated
92,365,2021-12-30T10,Defeated
176,257,2023-01-30T21,Captured
217,238,2023-04-11T00,Captured
284,248,2022-09-10T10,Captured
104,249,2022-03-23T08,Defeated
104,358,2023-04-17T06,Escaped
98,316,2021-02-27T08,Escaped
21,264,2023-07-09T19,Captured
223,233,2021-09-28T03,Escaped
285,358,2022-11-12T13,Captured
102,304,2023-03-14T08,Captured
169,316,2023-03-07T12,Defeated
378,205,2022-03-04T04,Escaped
8,264,2021-04-25T07,Defeated
369,211,2023-04-13T19,Defeated
92,293,2022-02-06T17,Escaped
359,309,2022-02-10T16,Escaped
168,212,2021-07-25T06,Defeated
365,401,2021-02-16T11,Captured
182,377,2021-08-02T16,Defeated
284,229,2021-09-19T21,Captured
161,249,2023-02-17T04,Captured
122,293,2022-03-11T15,Defeated
325,288,2022-11-14T05,Captured
161,332,2023-01-15T14,Captured
374,296,2022-01-12T01,Defeated
316,361,2021-09-28T02,Escaped
348,382,2023-04-15T12,Captured
157,280,2022-08-28T08,Escaped
11,354,2022-12-17T02,Defeated
68,287,2023-04-09T16,Defeated
285,272,2023-02-20T12,Captured
81,385,2022-10-26T03,Captured
173,287,2022-01-20T20,Captured
69,198,2021-10-25T19,Escaped
104,356,2022-12-04T04,Defeated
237,370,2022-04-27T22,Defeated
233,388,2021-07-15T22,Escaped
22,320,2022-02-09T21,Defeated
287,303,2022-08-26T17,Escaped
235,346,2021-03-11T04,Escaped
308,388,2021-04-01T04,Defeated
235,365,2022-04-12T22,Defeated
299,301,2021-03-06T02,Escaped
168,232,2021-10-01T14,Escaped
235,249,2022-06-12T07,Escaped
353,351,2022-01-03T15,Captured
362,306,2021-07-24T12,Defeated
195,348,2022-03-10T11,Defeated
135,280,2023-06-02T05,Defeated
131,257,2021-10-01T15,Escaped
124,235,2021-04-28T01,Defeated
99,298,2022-09-13T12,Escaped
152,257,2022-12-07T08,Defeated
111,373,2021-10-25T10,Escaped
68,227,2022-04-17T19,Defeated
74,378,2022-07-13T07,Escaped
41,333,2023-06-24T22,Captured
348,201,2023-01-16T05,Defeated
259,346,2023-03-05T13,Defeated
92,374,2021-12-04T19,Defeated
152,202,2021-04-21T22,Defeated
337,369,2022-06-24T22,Escaped
263,358,2021-01-11T12,Defeated
282,202,2022-05-29T07,Escaped
195,197,2021-03-19T23,Captured
84,220,2023-05-03T11,Escaped
244,269,2023-07-26T16,Escaped
142,385,2022-02-20T21,Escaped
147,232,2021-09-26T09,Escaped
295,411,2022-02-11T02,Captured
218,328,2022-11-22T00,Defeated
25,214,2023-01-25T14,Escaped
166,357,2022-08-20T03,Defeated
316,333,2022-12-01T20,Escaped
135,232,2021-08-19T03,Captured
84,394,2022-12-22T03,Defeated
156,272,2022-01-13T02,Defeated
312,211,2023-01-03T18,Escaped
321,336,2021-03-18T21,Captured
136,305,2022-02-28T10,Defeated
326,238,2023-02-10T21,Defeated
340,328,2023-02-24T05,Defeated
118,362,2022-05-27T00,Defeated
122,340,2021-08-17T08,Captured
37,336,2021-09-23T05,Escaped
157,223,2022-08-12T04,Defeated
22,213,2021-09-10T01,Defeated
87,257,2022-09-30T02,Captured
211,197,2021-07-15T23,Defeated
235,417,2023-09-09T09,Defeated
3,396,2022-10-21T23,Escaped
266,398,2022-05-08T12,Captured
90,210,2022-11-25T17,Escaped
321,212,2022-05-19T07,Escaped
95,356,2021-01-28T04,Defeated
14,364,2022-06-08T23,Captured
21,212,2021-09-21T00,Captured
155,309,2023-07-12T00,Captured
272,414,2023-05-08T22,Defeated
131,249,2021-01-18T08,Captured
333,201,2022-07-19T21,Captured
281,202,2022-08-31T09,Escaped
284,226,2022-06-19T10,Escaped
81,265,2022-01-30T05,Defeated
342,319,2023-02-04T07,Defeated
288,242,2023-04-27T06,Escaped
129,303,2021-10-07T14,Captured
92,288,2023-05-01T23,Escaped
183,373,2023-08-01T20,Escaped
240,272,2022-09-25T11,Captured
200,293,2022-01-28T07,Escaped
165,268,2022-11-09T17,Escaped
244,303,2022-08-08T09,Escaped
342,404,2021-01-05T11,Escaped
287,323,2021-09-06T03,Escaped
233,214,2022-01-30T06,Escaped
17,369,2022-08-20T20,Captured
77,357,2022-03-08T04,Escaped
161,235,2023-07-11T14,Defeated
192,365,2023-06-15T06,Escaped
173,379,2021-04-26T14,Defeated
155,379,2023-06-13T12,Escaped
248,232,2022-10-30T08,Defeated
135,346,2021-11-27T18,Defeated
168,420,2022-08-29T20,Captured
288,214,2023-01-03T04,Captured
244,197,2023-06-19T19,Escaped
226,301,2022-02-17T23,Captured
144,364,2022-03-05T06,Captured
28,217,2022-07-19T07,Escaped
201,346,2021-11-09T17,Defeated
142,238,2022-11-30T04,Escaped
269,411,2022-05-12T16,Defeated
21,197,2022-05-01T17,Captured
78,268,2022-05-19T13,Captured
157,251,2022-10-04T08,Defeated
190,301,2022-03-18T22,Defeated
356,304,2022-04-13T17,Escaped
246,368,2022-10-28T15,Escaped
214,368,2021-08-02T23,Defeated
32,212,2021-07-08T08,Escaped
285,370,2021-02-12T05,Escaped
4,197,2021-07-30T19,Captured
347,385,2022-02-22T09,Defeated
279,304,2021-07-02T19,Escaped
214,214,2022-10-16T07,Defeated
51,205,2022-05-09T12,Defeated
378,359,2022-10-19T00,Defeated
233,276,2021-06-17T23,Defeated
207,373,2021-10-26T07,Captured
318,319,2023-08-01T02,Defeated
36,235,2023-05-30T22,Escaped
369,415,2021-07-28T10,Escaped
281,369,2023-06-29T04,Defeated
40,359,2021-06-09T08,Escaped
131,223,2022-12-12T16,Escaped
301,385,2022-05-01T00,Escaped
318,264,2021-10-16T13,Escaped
202,306,2021-02-26T23,Defeated
374,365,2023-03-28T17,Defeated
373,351,2022-07-01T16,Escaped
7,257,2022-05-31T15,Escaped
237,201,2023-03-03T23,Defeated
93,272,2021-06-20T20,Defeated
362,390,2021-08-11T05,Escaped
150,415,2022-01-22T08,Defeated
269,268,2021-07-20T14,Defeated
321,336,2023-01-25T00,Defeated
63,213,2021-05-18T04,Captured
365,272,2021-10-14T12,Escaped
107,238,2022-12-22T13,Escaped
14,227,2022-12-02T08,Defeated
285,254,2023-02-21T05,Defeated
107,223,2022-01-01T17,Defeated
272,415,2022-12-30T06,Escaped
183,414,2022-11-25T20,Escaped
248,280,2023-04-19T00,Escaped
114,368,2021-09-23T08,Captured
310,210,2022-09-07T13,Escaped
347,415,2023-08-29T19,Escaped
40,377,2022-01-13T07,Captured
32,235,2023-06-19T16,Captured
207,245,2021-05-20T20,Captured
350,232,2021-12-24T09,Captured
185,316,2023-04-15T19,Escaped
104,411,2022-05-28T11,Captured
348,357,2021-06-09T05,Defeated
277,257,2023-04-19T07,Captured
179,378,2022-05-05T07,Captured
295,233,2022-07-18T05,Escaped
295,328,2023-05-13T18,Captured
246,213,2021-08-04T18,Escaped
313,357,2023-06-30T13,Defeated
197,306,2021-11-15T18,Defeated
252,320,2023-09-05T18,Defeated
102,270,2022-06-05T03,Escaped
362,304,2021-04-30T10,Escaped
31,328,2021-02-13T10,Escaped
197,258,2021-11-26T07,Escaped
237,264,2022-11-21T19,Defeated
202,415,2021-06-30T12,Defeated
255,275,2022-10-17T23,Captured
111,223,2022-03-22T07,Defeated
126,326,2023-05-02T08,Escaped
22,313,2023-04-11T14,Defeated
95,398,2023-07-19T12,Escaped
369,392,2023-05-19T09,Defeated
165,275,2023-03-04T02,Captured
129,354,2022-04-01T16,Defeated
301,270,2023-08-29T10,Defeated
107,210,2021-11-11T10,Defeated
90,205,2021-01-28T10,Defeated
240,248,2022-10-08T01,Defeated
288,197,2023-08-25T04,Captured
64,391,2021-05-03T17,Captured
22,233,2021-12-05T04,Escaped
362,336,2022-08-08T16,Defeated
259,285,2021-12-09T16,Captured
342,251,2022-10-25T17,Captured
95,293,2022-09-09T17,Escaped
4,361,2022-03-27T03,Escaped
381,280,2022-12-19T10,Captured
241,356,2021-10-17T02,Captured
233,369,2023-08-18T03,Defeated
102,319,2022-08-19T18,Captured
313,229,2023-02-16T04,Escaped
161,301,2022-10-11T00,Captured
139,394,2022-10-20T19,Defeated
195,210,2022-02-16T23,Defeated
129,212,2022-12-28T20,Defeated
285,264,2022-02-10T03,Captured
279,220,2022-11-26T14,Captured
37,275,2022-02-07T18,Escaped
192,332,2021-10-12T09,Captured
357,223,2022-07-22T20,Captured
235,287,2021-04-10T22,Escaped
43,390,2023-02-16T02,Defeated
296,213,2022-03-24T20,Captured
107,357,2021-12-30T00,Defeated
365,377,2022-10-18T14,Captured
182,287,2021-10-20T01,Captured
54,197,2021-05-13T12,Escaped
136,268,2023-06-26T09,Escaped
255,365,2021-08-04T00,Captured
269,377,2021-05-06T23,Captured
99,404,2022-10-14T18,Escaped
378,351,2021-02-11T06,Captured
139,285,2023-05-17T15,Captured
244,205,2021-04-13T02,Defeated
22,249,2022-09-30T10,Defeated
41,419,2021-08-12T06,Escaped
21,370,2022-11-04T07,Captured
366,336,2021-04-17T21,Captured
335,392,2022-10-23T15,Defeated
64,198,2022-03-15T23,Captured
263,235,2022-02-18T23,Defeated
150,330,2022-03-20T22,Defeated
344,392,2023-03-31T06,Captured
211,348,2022-02-12T05,Defeated
127,312,2021-09-28T13,Defeated
211,211,2022-12-13T01,Captured
249,417,2022-06-04T06,Escaped
196,205,2021-09-13T14,Defeated
68,417,2022-02-19T10,Escaped
32,332,2021-06-20T11,Captured
304,332,2023-02-18T22,Captured
237,258,2022-03-21T03,Captured
114,420,2022-02-24T21,Escaped
348,285,2022-12-04T17,Captured
310,245,2023-03-20T10,Defeated
369,275,2023-03-02T05,Escaped
144,254,2022-12-03T16,Escaped
355,258,2021-12-27T23,Defeated
197,304,2021-06-09T13,Defeated
282,361,2021-05-23T14,Escaped
134,242,2023-03-12T04,Captured
321,198,2022-10-12T23,Captured
310,229,2021-09-06T22,Escaped
348,249,2021-09-10T21,Defeated
313,386,2023-03-15T11,Captured
32,269,2022-03-25T14,Defeated
240,269,2021-08-25T13,Escaped
166,245,2021-05-05T10,Defeated
325,394,2022-01-05T16,Escaped
284,226,2022-08-06T06,Escaped
308,276,2021-08-31T10,Escaped
111,320,2022-02-12T21,Captured
233,269,2022-04-20T10,Captured
362,288,2021-03-06T00,Escaped
40,340,2022-01-14T08,Defeated
221,332,2021-12-25T04,Captured
353,223,2021-04-26T16,Defeated
333,369,2023-01-04T03,Escaped
77,306,2021-03-05T20,Defeated
281,305,2023-03-16T15,Defeated
333,377,2023-03-23T20,Escaped
22,415,2022-02-10T03,Defeated
142,390,2023-07-09T06,Captured
353,340,2021-08-19T14,Defeated
119,323,2021-07-29T14,Defeated
126,338,2023-02-03T06,Escaped
285,249,2023-04-13T03,Defeated
226,419,2021-07-13T22,Defeated
111,269,2022-12-26T11,Defeated
58,235,2022-06-14T02,Captured
350,226,2021-03-21T14,Captured
374,217,2023-02-08T13,Escaped
260,361,2022-11-21T10,Captured
25,390,2021-04-24T05,Captured
92,278,2022-02-04T09,Captured
292,401,2021-02-01T20,Escaped
78,248,2022-03-31T18,Escaped
299,392,2022-01-12T02,Escaped
61,270,2021-01-14T18,Captured
370,394,2021-11-16T13,Captured
115,223,2021-09-19T18,Captured
115,357,2021-12-06T03,Escaped
14,229,2022-11-27T06,Escaped
142,357,2022-05-16T10,Defeated
139,368,2023-03-16T03,Defeated
362,313,2023-03-07T16,Captured
350,232,2022-01-05T03,Escaped
285,298,2023-09-12T19,Escaped
54,228,2022-10-31T09,Captured
248,309,2022-09-25T06,Captured
229,201,2021-11-01T20,Defeated
192,373,2023-02-26T12,Escaped
155,359,2021-12-30T08,Escaped
134,330,2021-06-01T09,Escaped
169,361,2022-03-07T19,Defeated
223,220,2023-07-10T09,Defeated
337,290,2023-07-25T20,Defeated
260,354,2022-10-03T08,Escaped
40,348,2021-06-14T10,Defeated
28,354,2021-05-20T13,Escaped
355,265,2022-02-10T18,Captured
196,306,2021-08-25T18,Defeated
36,348,2022-08-21T09,Escaped
269,330,2021-01-05T22,Escaped
342,333,2023-04-20T12,Escaped
14,223,2021-01-16T13,Defeated
295,312,2021-03-09T23,Captured
335,229,2022-02-09T06,Defeated
11,276,2021-12-14T02,Escaped
127,316,2023-06-09T08,Defeated
310,333,2022-12-02T12,Captured
8,351,2021-04-09T06,Captured
240,411,2022-07-05T01,Defeated
134,332,2021-02-17T08,Escaped
11,330,2021-10-22T09,Defeated
17,220,2021-09-04T02,Defeated
340,414,2022-10-08T21,Defeated
90,201,2022-05-01T06,Escaped
308,377,2021-01-04T16,Escaped
106,377,2023-07-30T17,Defeated
370,198,2022-05-17T18,Defeated
308,238,2022-04-07T07,Defeated
292,223,2021-12-22T09,Escaped
101,198,2023-06-02T12,Escaped
208,198,2021-11-27T02,Defeated
92,232,2021-06-14T11,Escaped
192,233,2021-08-19T20,Defeated
329,233,2021-03-02T13,Escaped
142,332,2023-02-27T08,Escaped
258,417,2022-02-16T10,Escaped
158,251,2021-04-19T03,Defeated
196,212,2022-11-24T09,Escaped
109,280,2021-11-19T06,Escaped
98,229,2021-06-24T20,Escaped
157,238,2021-05-21T21,Escaped
373,323,2023-09-10T00,Escaped
260,229,2022-05-17T12,Escaped
102,354,2023-07-31T21,Captured
136,394,2022-04-04T17,Escaped
308,305,2021-01-31T03,Defeated
304,301,2022-11-25T09,Escaped
139,340,2023-03-11T14,Escaped
232,248,2022-06-13T02,Escaped
295,278,2023-08-20T03,Captured
95,285,2021-07-29T07,Escaped
155,290,2023-06-01T01,Defeated
