npc_id,question_id,timestamp,value
100,153,2022-06-08T14,Started Conversation
159,172,2023-03-06T06,Started Conversation
277,106,2023-04-07T22,Ended Conversation
206,203,2023-01-18T05,Ended Conversation
162,237,2022-08-25T00,Started Conversation
301,190,2023-09-09T15,Started Conversation
346,220,2023-04-10T12,Started Conversation
43,14,2023-02-03T01,Ended Conversation
148,91,2021-07-09T03,Started Conversation
337,189,2021-06-04T04,Ended Conversation
283,57,2022-05-11T23,Started Conversation
182,142,2023-06-13T07,Ended Conversation
211,240,2021-03-22T20,Started Conversation
22,217,2022-05-16T09,Ended Conversation
377,213,2022-07-02T02,Ended Conversation
228,88,2022-12-19T09,Started Conversation
240,136,2022-02-19T12,Started Conversation
368,207,2023-04-01T00,Ended Conversation
56,175,2022-01-03T14,Started Conversation
91,22,2022-05-19T18,Started Conversation
12,95,2023-07-05T08,Started Conversation
381,214,2021-06-25T09,Ended Conversation
62,59,2023-08-06T03,Ended Conversation
249,57,2021-04-09T13,Ended Conversation
389,83,2022-06-23T13,Ended Conversation
64,44,2022-01-12T21,Started Conversation
244,49,2022-08-31T16,Started Conversation
17,56,2023-09-11T14,Started Conversation
278,208,2021-02-18T13,Started Conversation
131,109,2022-01-24T11,Started Conversation
151,54,2022-04-16T10,Started Conversation
120,37,2021-05-04T14,Started Conversation
241,2,2021-09-10T08,Ended Conversation
237,47,2021-05-31T01,Ended Conversation
61,48,2021-12-24T22,Started Conversation
261,156,2022-04-14T07,Started Conversation
261,164,2023-09-03T19,Started Conversation
245,192,2022-10-21T01,Ended Conversation
105,10,2022-06-22T03,Ended Conversation
168,214,2022-03-23T21,Started Conversation
62,41,2021-05-18T22,Ended Conversation
118,13,2022-01-09T10,Started Conversation
95,101,2022-03-01T19,Started Conversation
288,16,2022-01-16T10,Started Conversation
233,51,2021-04-07T10,Started Conversation
381,175,2022-07-15T23,Started Conversation
221,170,2021-09-21T23,Started Conversation
70,77,2022-03-20T10,Started Conversation
354,159,2023-05-25T18,Ended Conversation
146,170,2022-07-21T11,Ended Conversation
259,32,2021-09-23T18,Started Conversation
222,37,2023-05-03T02,Started Conversation
350,192,2022-01-17T20,Started Conversation
259,2,2021-11-11T07,Ended Conversation
201,172,2023-07-07T13,Ended Conversation
366,145,2023-01-24T17,Ended Conversation
173,189,2023-07-11T17,Started Conversation
240,84,2021-04-27T04,Ended Conversation
171,172,2021-10-04T20,Started Conversation
155,192,2021-05-29T07,Ended Conversation
240,91,2021-09-09T12,Ended Conversation
316,24,2021-04-12T02,Ended Conversation
257,24,2022-08-26T22,Ended Conversation
329,41,2022-11-24T01,Ended Conversation
31,88,2023-05-16T19,Ended Conversation
61,196,2023-07-03T15,Ended Conversation
157,232,2022-07-21T03,Ended Conversation
22,5,2022-05-21T03,Ended Conversation
75,72,2023-09-05T03,Started Conversation
334,80,2022-05-18T04,Started Conversation
179,238,2021-12-23T19,Started Conversation
88,216,2021-05-27T17,Ended Conversation
154,9,2021-07-25T08,Ended Conversation
219,223,2023-05-18T18,Started Conversation
283,106,2022-09-27T15,Ended Conversation
277,85,2021-03-01T20,Ended Conversation
277,142,2023-06-25T14,Started Conversation
230,199,2023-05-17T07,Ended Conversation
82,67,2023-09-02T08,Ended Conversation
187,66,2021-11-23T23,Ended Conversation
91,106,2021-09-22T18,Ended Conversation
154,49,2023-08-12T14,Ended Conversation
221,159,2021-06-23T02,Ended Conversation
115,170,2021-04-22T02,Started Conversation
257,47,2022-01-29T12,Ended Conversation
49,44,2023-08-11T03,Started Conversation
346,236,2021-10-05T17,Started Conversation
331,179,2023-05-09T06,Ended Conversation
173,8,2021-06-30T03,Ended Conversation
217,112,2021-11-06T15,Started Conversation
36,95,2022-10-18T00,Started Conversation
108,39,2022-03-30T18,Started Conversation
354,92,2022-09-18T16,Ended Conversation
76,32,2023-07-02T20,Ended Conversation
286,85,2023-08-30T12,Started Conversation
261,51,2022-03-15T12,Ended Conversation
307,202,2022-11-22T21,Ended Conversation
378,2,2022-09-18T23,Started Conversation
55,217,2021-03-25T13,Ended Conversation
96,232,2022-10-11T18,Ended Conversation
5,88,2023-07-29T14,Started Conversation
254,192,2021-08-16T04,Ended Conversation
289,14,2021-05-11T14,Ended Conversation
115,169,2023-04-24T06,Ended Conversation
349,156,2021-11-13T03,Ended Conversation
217,213,2021-03-03T21,Ended Conversation
105,225,2022-08-06T09,Ended Conversation
254,172,2023-04-28T06,Ended Conversation
197,142,2021-04-29T01,Started Conversation
223,106,2021-02-02T09,Ended Conversation
265,125,2021-12-06T07,Ended Conversation
297,141,2023-04-23T19,Started Conversation
22,101,2022-04-05T00,Ended Conversation
277,2,2021-07-30T17,Started Conversation
182,208,2023-02-04T10,Started Conversation
206,225,2022-04-28T22,Started Conversation
277,28,2021-04-28T10,Started Conversation
354,232,2023-07-02T13,Ended Conversation
195,232,2021-08-24T15,Started Conversation
259,66,2022-03-07T17,Started Conversation
38,25,2022-01-28T11,Started Conversation
325,9,2022-11-12T10,Started Conversation
389,189,2023-08-20T15,Ended Conversation
13,47,2023-07-18T08,Started Conversation
173,98,2022-06-21T10,Ended Conversation
214,240,2023-07-09T12,Ended Conversation
292,59,2022-05-07T18,Started Conversation
97,214,2022-02-19T16,Ended Conversation
221,182,2023-09-08T02,Started Conversation
297,240,2022-11-09T19,Ended Conversation
280,88,2021-07-09T20,Started Conversation
354,164,2021-12-22T02,Ended Conversation
72,151,2023-02-23T04,Started Conversation
148,51,2023-08-13T04,Ended Conversation
26,56,2021-06-07T20,Ended Conversation
159,236,2021-06-06T17,Ended Conversation
319,120,2023-06-06T21,Started Conversation
36,238,2023-05-24T00,Ended Conversation
34,187,2023-05-02T09,Started Conversation
368,2,2022-05-15T19,Started Conversation
244,14,2021-12-11T13,Ended Conversation
225,124,2023-08-05T07,Ended Conversation
268,133,2021-10-15T19,Ended Conversation
28,151,2023-07-07T21,Ended Conversation
272,25,2023-06-26T01,Started Conversation
13,101,2022-02-14T11,Ended Conversation
378,19,2021-04-22T08,Started Conversation
389,228,2021-11-25T16,Ended Conversation
23,228,2022-07-24T06,Ended Conversation
67,9,2021-05-14T06,Started Conversation
187,47,2023-03-14T08,Started Conversation
297,70,2023-06-14T07,Started Conversation
307,145,2021-07-23T05,Ended Conversation
108,142,2021-10-29T05,Started Conversation
80,92,2022-10-17T04,Ended Conversation
31,41,2023-07-28T07,Started Conversation
13,233,2021-05-16T03,Started Conversation
93,136,2021-05-13T04,Started Conversation
338,51,2023-06-17T05,Ended Conversation
197,19,2022-08-09T11,Started Conversation
36,16,2023-03-26T15,Started Conversation
105,31,2021-11-14T04,Started Conversation
95,37,2021-10-16T14,Ended Conversation
361,172,2022-01-21T02,Ended Conversation
43,202,2021-09-16T18,Started Conversation
22,51,2021-02-11T13,Started Conversation
304,101,2023-01-23T04,Ended Conversation
280,237,2022-08-16T07,Started Conversation
189,95,2022-01-26T21,Started Conversation
325,92,2021-01-30T11,Ended Conversation
246,155,2023-01-25T17,Ended Conversation
198,93,2021-12-01T15,Ended Conversation
135,79,2021-11-23T21,Started Conversation
283,44,2022-07-02T23,Started Conversation
225,2,2023-03-19T00,Started Conversation
212,48,2022-03-29T14,Started Conversation
131,67,2023-01-15T18,Started Conversation
248,125,2022-01-10T06,Ended Conversation
40,240,2022-02-09T12,Started Conversation
72,67,2023-06-03T12,Started Conversation
95,84,2021-05-17T19,Ended Conversation
114,217,2022-04-21T07,Ended Conversation
148,131,2022-02-13T22,Ended Conversation
134,150,2023-06-27T14,Started Conversation
301,57,2022-09-30T05,Ended Conversation
95,70,2023-02-11T16,Ended Conversation
297,220,2023-05-05T05,Ended Conversation
331,127,2023-07-24T00,Ended Conversation
304,39,2022-04-22T05,Ended Conversation
249,199,2021-05-06T18,Started Conversation
368,105,2023-01-18T08,Started Conversation
197,28,2022-03-17T18,Started Conversation
260,24,2021-10-24T17,Ended Conversation
244,114,2022-04-04T21,Ended Conversation
240,194,2022-01-16T00,Started Conversation
191,44,2022-05-26T23,Started Conversation
235,228,2021-08-26T21,Ended Conversation
230,226,2021-12-22T20,Started Conversation
138,179,2022-12-19T15,Ended Conversation
259,117,2021-11-02T10,Started Conversation
219,131,2022-12-19T07,Started Conversation
347,194,2023-07-01T21,Started Conversation
31,220,2023-03-21T08,Started Conversation
59,24,2023-02-11T14,Ended Conversation
138,92,2023-04-04T08,Started Conversation
316,196,2022-04-21T12,Ended Conversation
165,237,2023-01-26T11,Started Conversation
368,51,2022-10-13T22,Ended Conversation
263,9,2022-08-09T08,Started Conversation
370,54,2022-08-22T07,Started Conversation
131,217,2021-12-07T21,Ended Conversation
217,164,2022-02-10T04,Ended Conversation
337,190,2023-06-29T07,Started Conversation
108,91,2023-04-13T04,Ended Conversation
182,51,2023-02-08T21,Ended Conversation
263,202,2023-06-17T19,Started Conversation
162,192,2022-01-07T11,Started Conversation
13,32,2022-08-06T13,Ended Conversation
248,204,2022-05-27T00,Started Conversation
102,31,2022-03-21T00,Ended Conversation
235,103,2022-04-11T10,Ended Conversation
162,41,2023-03-30T19,Ended Conversation
70,124,2021-07-09T12,Started Conversation
288,9,2023-01-13T14,Ended Conversation
387,117,2022-06-21T07,Started Conversation
201,105,2022-07-31T09,Started Conversation
351,194,2021-12-29T08,Started Conversation
23,243,2021-06-27T15,Ended Conversation
106,194,2023-04-27T08,Started Conversation
304,240,2023-07-09T17,Ended Conversation
129,125,2023-04-25T11,Ended Conversation
360,45,2022-11-16T15,Started Conversation
9,208,2023-02-01T00,Started Conversation
326,220,2022-11-23T12,Started Conversation
28,49,2023-05-29T10,Ended Conversation
378,109,2022-10-30T00,Ended Conversation
191,202,2021-05-01T13,Ended Conversation
22,125,2021-01-07T17,Started Conversation
257,199,2023-04-04T00,Ended Conversation
235,124,2021-03-08T20,Ended Conversation
146,148,2022-02-22T06,Started Conversation
248,214,2023-09-12T08,Ended Conversation
378,63,2023-04-15T10,Started Conversation
249,236,2021-02-19T14,Ended Conversation
374,233,2022-11-11T04,Ended Conversation
280,204,2023-06-21T07,Ended Conversation
351,10,2022-03-05T08,Ended Conversation
120,243,2022-04-16T09,Started Conversation
370,117,2021-04-01T17,Ended Conversation
131,59,2023-09-05T01,Ended Conversation
46,166,2021-06-10T08,Started Conversation
348,236,2021-05-27T07,Started Conversation
34,14,2021-11-01T01,Ended Conversation
91,240,2021-02-09T11,Started Conversation
228,187,2021-04-24T05,Started Conversation
320,237,2023-08-30T21,Ended Conversation
265,57,2022-08-15T04,Started Conversation
13,109,2021-01-15T11,Started Conversation
141,232,2022-03-18T10,Ended Conversation
254,13,2021-03-08T03,Ended Conversation
209,72,2021-08-08T00,Started Conversation
313,226,2021-08-11T12,Started Conversation
360,106,2022-05-19T02,Started Conversation
244,175,2023-07-05T13,Ended Conversation
359,161,2021-09-02T07,Ended Conversation
189,175,2021-02-27T00,Ended Conversation
114,125,2021-11-20T16,Started Conversation
36,51,2021-11-30T08,Started Conversation
46,45,2022-08-12T07,Started Conversation
249,240,2021-05-24T15,Ended Conversation
201,16,2021-01-11T01,Ended Conversation
106,92,2022-11-11T18,Ended Conversation
157,210,2021-09-29T04,Started Conversation
373,202,2022-01-26T08,Started Conversation
349,158,2022-07-01T09,Ended Conversation
35,84,2021-01-27T10,Started Conversation
270,226,2022-03-03T22,Ended Conversation
146,105,2021-09-09T15,Ended Conversation
36,31,2022-08-02T13,Ended Conversation
320,77,2021-08-14T08,Ended Conversation
350,182,2022-05-04T13,Started Conversation
257,41,2022-07-18T09,Started Conversation
105,98,2022-04-17T13,Ended Conversation
34,151,2021-02-04T12,Ended Conversation
348,246,2023-08-17T01,Started Conversation
338,145,2023-07-24T22,Started Conversation
127,2,2021-09-02T12,Ended Conversation
334,236,2021-05-24T21,Started Conversation
43,179,2023-03-15T18,Started Conversation
26,189,2023-04-16T02,Started Conversation
141,77,2022-10-18T14,Ended Conversation
343,37,2022-01-29T03,Ended Conversation
145,117,2022-01-07T05,Ended Conversation
370,202,2021-03-16T05,Ended Conversation
75,44,2021-05-10T00,Started Conversation
171,41,2022-01-23T04,Started Conversation
233,39,2021-07-15T22,Started Conversation
22,214,2022-12-09T03,Started Conversation
108,83,2021-07-25T12,Started Conversation
146,32,2023-07-11T00,Started Conversation
26,16,2022-12-04T04,Started Conversation
309,49,2021-04-25T18,Ended Conversation
233,172,2022-05-06T08,Started Conversation
31,246,2023-08-22T04,Ended Conversation
384,85,2021-07-10T09,Started Conversation
90,19,2023-01-22T13,Started Conversation
138,16,2021-05-29T00,Started Conversation
129,190,2022-01-18T19,Ended Conversation
288,79,2022-10-23T10,Ended Conversation
293,39,2022-09-05T22,Started Conversation
85,155,2022-08-29T15,Started Conversation
209,54,2022-07-06T10,Started Conversation
131,124,2023-07-06T14,Ended Conversation
155,246,2023-01-23T17,Started Conversation
374,57,2021-06-12T10,Started Conversation
387,112,2022-05-26T12,Started Conversation
312,56,2022-04-09T04,Started Conversation
360,109,2022-07-26T07,Started Conversation
38,145,2022-01-23T00,Started Conversation
366,19,2021-10-13T14,Started Conversation
59,179,2021-07-29T15,Started Conversation
360,210,2021-06-15T22,Ended Conversation
143,158,2023-05-14T20,Started Conversation
118,204,2023-08-05T04,Started Conversation
223,56,2022-01-09T09,Started Conversation
301,133,2023-03-24T18,Started Conversation
85,190,2022-09-28T21,Started Conversation
324,153,2021-11-21T08,Started Conversation
184,223,2021-01-27T21,Started Conversation
233,16,2023-01-04T19,Started Conversation
207,13,2023-08-03T08,Started Conversation
120,238,2022-05-31T17,Ended Conversation
36,120,2023-03-20T10,Started Conversation
131,16,2022-12-29T00,Ended Conversation
268,141,2023-02-18T17,Ended Conversation
88,184,2022-07-08T02,Ended Conversation
82,142,2021-02-09T13,Started Conversation
235,44,2021-03-01T13,Started Conversation
9,4,2021-08-19T19,Started Conversation
368,37,2021-10-01T04,Ended Conversation
384,93,2022-01-02T04,Started Conversation
325,22,2022-03-08T22,Started Conversation
307,136,2021-04-14T08,Ended Conversation
76,39,2021-03-04T23,Started Conversation
265,13,2022-03-14T06,Started Conversation
64,199,2022-10-29T05,Ended Conversation
304,233,2022-12-04T00,Ended Conversation
211,121,2022-04-09T10,Started Conversation
350,59,2022-12-16T07,Ended Conversation
286,4,2023-08-05T03,Started Conversation
5,13,2023-07-30T16,Ended Conversation
214,47,2023-03-26T22,Ended Conversation
146,84,2022-01-31T05,Ended Conversation
270,127,2022-03-09T03,Ended Conversation
230,72,2022-06-06T14,Started Conversation
100,51,2023-01-13T07,Ended Conversation
191,92,2021-02-18T06,Ended Conversation
187,240,2023-09-12T15,Started Conversation
168,169,2022-07-25T21,Ended Conversation
184,72,2022-02-04T20,Started Conversation
181,109,2023-03-03T01,Ended Conversation
260,158,2022-08-25T18,Ended Conversation
12,246,2021-06-21T11,Started Conversation
374,207,2021-02-12T21,Ended Conversation
96,105,2022-05-26T05,Started Conversation
100,223,2021-11-25T15,Ended Conversation
349,79,2022-05-17T10,Ended Conversation
76,25,2022-02-27T21,Started Conversation
72,237,2021-10-06T20,Ended Conversation
348,49,2022-05-05T05,Ended Conversation
302,232,2021-04-17T07,Ended Conversation
40,202,2022-08-27T12,Started Conversation
76,48,2021-04-14T01,Started Conversation
211,164,2023-01-16T08,Started Conversation
108,187,2023-07-16T22,Started Conversation
278,175,2021-01-14T08,Started Conversation
9,101,2023-05-29T22,Started Conversation
259,8,2021-10-09T18,Ended Conversation
261,98,2021-02-23T20,Started Conversation
100,133,2022-07-21T15,Started Conversation
283,240,2021-05-17T15,Ended Conversation
189,28,2022-04-04T22,Started Conversation
319,237,2023-04-14T20,Ended Conversation
124,93,2023-05-19T08,Started Conversation
97,156,2021-02-07T09,Ended Conversation
280,24,2021-10-21T03,Started Conversation
124,196,2022-12-16T03,Ended Conversation
31,141,2023-08-11T00,Ended Conversation
34,8,2021-02-07T05,Ended Conversation
364,8,2022-03-18T15,Started Conversation
108,44,2021-01-30T04,Ended Conversation
157,5,2022-03-18T03,Ended Conversation
312,80,2021-11-25T16,Ended Conversation
145,49,2023-06-20T00,Started Conversation
43,190,2022-03-24T16,Ended Conversation
64,233,2021-10-06T08,Started Conversation
292,228,2022-09-27T22,Started Conversation
80,153,2023-07-11T02,Ended Conversation
334,145,2022-08-02T09,Started Conversation
108,72,2023-07-31T19,Ended Conversation
154,25,2021-05-19T18,Started Conversation
221,133,2022-07-12T04,Started Conversation
257,187,2023-05-19T04,Ended Conversation
171,189,2021-08-03T17,Ended Conversation
67,101,2022-10-08T18,Ended Conversation
16,70,2022-01-19T08,Ended Conversation
219,187,2021-08-16T00,Started Conversation
59,217,2023-02-03T21,Started Conversation
82,56,2023-07-25T21,Started Conversation
377,151,2022-09-19T23,Started Conversation
240,145,2022-07-10T06,Started Conversation
361,166,2021-01-25T08,Started Conversation
20,72,2023-08-10T06,Ended Conversation
375,192,2022-08-01T02,Ended Conversation
43,25,2023-09-09T12,Ended Conversation
312,12,2021-12-17T05,Ended Conversation
277,225,2023-04-21T06,Ended Conversation
151,95,2022-01-21T03,Ended Conversation
162,161,2023-09-11T22,Ended Conversation
85,41,2023-02-09T11,Ended Conversation
357,203,2021-06-14T06,Ended Conversation
16,66,2021-11-20T15,Ended Conversation
248,213,2022-10-02T01,Ended Conversation
49,184,2023-08-31T17,Ended Conversation
302,37,2021-02-12T23,Ended Conversation
191,28,2021-07-18T21,Ended Conversation
115,8,2022-02-11T21,Started Conversation
93,12,2023-08-28T10,Started Conversation
16,9,2022-01-29T14,Ended Conversation
179,80,2021-06-26T21,Started Conversation
161,203,2022-05-13T14,Ended Conversation
5,203,2022-01-08T19,Started Conversation
64,32,2023-07-10T14,Ended Conversation
235,22,2023-05-30T14,Started Conversation
263,49,2021-03-07T05,Started Conversation
28,158,2021-10-16T19,Ended Conversation
257,220,2021-01-15T10,Ended Conversation
295,45,2021-05-26T07,Started Conversation
191,225,2022-01-12T03,Started Conversation
129,117,2023-03-13T06,Started Conversation
292,210,2023-05-12T14,Ended Conversation
96,45,2022-07-10T06,Ended Conversation
286,105,2022-05-20T21,Ended Conversation
295,127,2021-09-23T17,Ended Conversation
35,175,2022-06-16T12,Started Conversation
181,72,2022-11-06T19,Started Conversation
272,105,2022-06-30T17,Started Conversation
325,75,2021-02-16T05,Started Conversation
16,153,2021-12-08T17,Ended Conversation
297,179,2021-05-26T12,Started Conversation
246,220,2022-06-23T20,Started Conversation
235,169,2021-05-21T22,Ended Conversation
93,80,2021-10-06T23,Started Conversation
301,208,2022-03-20T05,Started Conversation
278,88,2022-10-03T21,Ended Conversation
151,158,2022-01-09T11,Ended Conversation
79,62,2023-08-25T13,Ended Conversation
82,28,2022-07-18T12,Ended Conversation
2,91,2023-06-16T05,Started Conversation
88,32,2021-11-15T02,Ended Conversation
23,106,2022-08-08T20,Ended Conversation
193,103,2021-12-01T19,Started Conversation
268,91,2022-02-18T10,Ended Conversation
278,120,2022-02-07T05,Started Conversation
2,213,2022-01-21T17,Ended Conversation
171,13,2023-08-31T05,Started Conversation
31,16,2023-04-14T02,Started Conversation
79,34,2021-12-26T05,Started Conversation
235,236,2021-01-02T22,Started Conversation
31,10,2022-05-16T16,Ended Conversation
341,216,2021-05-13T02,Ended Conversation
366,105,2023-09-01T05,Ended Conversation
361,75,2021-02-04T22,Started Conversation
241,141,2023-08-12T01,Started Conversation
91,179,2021-01-31T21,Ended Conversation
5,226,2021-03-07T22,Ended Conversation
148,80,2022-03-28T08,Started Conversation
211,124,2023-04-03T01,Started Conversation
9,91,2023-01-05T08,Started Conversation
240,213,2021-05-14T01,Ended Conversation
5,114,2021-06-05T12,Ended Conversation
364,136,2021-01-27T15,Started Conversation
189,92,2022-12-29T11,Started Conversation
70,48,2023-05-19T04,Ended Conversation
52,5,2021-10-24T16,Ended Conversation
129,164,2021-09-01T13,Started Conversation
295,153,2022-07-01T23,Ended Conversation
248,139,2021-08-10T10,Ended Conversation
165,190,2022-04-11T18,Ended Conversation
341,83,2022-11-17T10,Ended Conversation
235,151,2021-12-05T08,Ended Conversation
189,238,2022-04-01T05,Started Conversation
118,109,2022-12-23T22,Started Conversation
189,226,2022-04-03T01,Ended Conversation
246,59,2022-04-19T12,Ended Conversation
38,237,2021-07-20T15,Ended Conversation
329,236,2023-03-13T20,Ended Conversation
289,223,2022-02-09T12,Ended Conversation
217,4,2022-05-10T14,Started Conversation
187,153,2021-07-11T15,Ended Conversation
143,148,2021-12-03T08,Ended Conversation
331,202,2023-09-02T13,Ended Conversation
222,210,2021-08-13T03,Started Conversation
233,34,2021-07-23T17,Started Conversation
70,32,2021-07-20T06,Ended Conversation
211,199,2021-09-03T09,Started Conversation
329,233,2023-01-26T19,Ended Conversation
75,210,2021-09-17T10,Started Conversation
2,24,2022-10-05T22,Started Conversation
346,129,2022-08-04T00,Started Conversation
154,2,2023-03-03T16,Ended Conversation
134,161,2021-06-01T02,Ended Conversation
191,103,2021-06-27T11,Started Conversation
260,92,2022-06-05T21,Started Conversation
275,14,2021-05-01T08,Ended Conversation
67,238,2021-09-07T07,Started Conversation
237,178,2022-07-28T02,Ended Conversation
293,210,2021-01-19T03,Ended Conversation
143,210,2022-09-25T03,Started Conversation
122,175,2022-07-25T04,Started Conversation
13,37,2021-10-25T11,Started Conversation
64,236,2021-12-14T02,Ended Conversation
366,105,2022-01-31T20,Started Conversation
260,246,2022-05-30T01,Ended Conversation
241,72,2022-11-08T22,Ended Conversation
219,98,2023-05-20T01,Started Conversation
378,80,2023-01-17T16,Started Conversation
334,210,2022-11-09T07,Ended Conversation
359,112,2023-05-12T22,Ended Conversation
289,22,2022-02-15T23,Started Conversation
96,56,2023-03-05T06,Started Conversation
325,95,2022-04-11T09,Started Conversation
209,187,2022-10-23T20,Started Conversation
252,236,2022-01-04T07,Started Conversation
257,230,2022-02-24T15,Ended Conversation
49,34,2022-08-13T11,Ended Conversation
277,112,2022-08-25T22,Ended Conversation
162,236,2022-03-25T10,Ended Conversation
48,45,2022-12-01T03,Started Conversation
26,105,2023-03-06T07,Started Conversation
207,45,2021-12-14T03,Ended Conversation
80,80,2023-06-02T01,Ended Conversation
96,47,2021-04-10T07,Started Conversation
85,117,2022-05-24T13,Ended Conversation
36,217,2022-04-04T07,Started Conversation
288,192,2021-02-14T04,Ended Conversation
187,166,2021-07-06T19,Ended Conversation
233,127,2022-05-18T12,Ended Conversation
93,190,2021-11-15T05,Ended Conversation
179,54,2021-02-09T20,Ended Conversation
337,84,2021-11-16T21,Started Conversation
114,233,2022-08-09T00,Started Conversation
114,51,2021-11-14T13,Ended Conversation
135,129,2023-02-01T22,Ended Conversation
375,34,2022-07-01T23,Started Conversation
181,32,2022-09-03T00,Started Conversation
88,39,2023-08-04T12,Started Conversation
331,2,2021-06-07T09,Started Conversation
16,228,2023-03-04T23,Started Conversation
100,199,2022-07-21T14,Started Conversation
349,161,2023-07-05T16,Started Conversation
280,59,2023-02-27T20,Ended Conversation
16,127,2023-06-14T11,Started Conversation
245,51,2023-05-03T18,Ended Conversation
346,13,2023-04-12T10,Started Conversation
212,77,2021-01-08T02,Ended Conversation
387,28,2023-02-21T03,Ended Conversation
140,179,2021-01-15T20,Ended Conversation
95,72,2022-09-23T03,Started Conversation
351,59,2022-11-09T10,Started Conversation
67,179,2021-12-19T00,Started Conversation
61,10,2021-05-26T03,Ended Conversation
220,28,2022-07-04T08,Started Conversation
161,114,2023-02-04T04,Started Conversation
162,34,2022-06-24T11,Started Conversation
228,189,2021-07-24T08,Ended Conversation
201,175,2023-01-27T13,Started Conversation
375,95,2021-03-07T05,Started Conversation
184,117,2022-06-02T06,Started Conversation
127,232,2022-12-23T06,Ended Conversation
350,159,2023-07-26T14,Ended Conversation
263,114,2022-04-09T04,Started Conversation
337,77,2023-02-01T13,Started Conversation
259,217,2021-12-11T11,Ended Conversation
26,179,2023-09-01T11,Started Conversation
368,141,2023-04-07T03,Started Conversation
90,150,2023-08-22T04,Started Conversation
348,62,2021-05-18T10,Ended Conversation
155,80,2021-01-23T12,Started Conversation
176,117,2022-11-13T03,Started Conversation
80,240,2023-02-03T08,Started Conversation
52,98,2021-07-14T05,Ended Conversation
157,41,2023-03-15T13,Started Conversation
223,103,2021-09-04T22,Started Conversation
348,145,2021-06-13T18,Started Conversation
197,127,2023-07-01T20,Ended Conversation
91,13,2021-05-25T04,Started Conversation
288,145,2023-02-25T05,Started Conversation
254,196,2021-06-13T23,Ended Conversation
370,232,2021-12-23T09,Ended Conversation
154,106,2023-06-27T20,Ended Conversation
304,27,2023-02-24T09,Ended Conversation
304,236,2022-11-20T03,Started Conversation
348,125,2022-08-18T04,Ended Conversation
293,207,2021-06-08T22,Ended Conversation
350,24,2023-01-03T17,Ended Conversation
338,72,2023-08-07T19,Started Conversation
214,225,2023-06-23T12,Started Conversation
70,194,2023-07-11T17,Started Conversation
173,59,2021-09-18T09,Ended Conversation
115,103,2023-05-06T03,Ended Conversation
181,136,2021-03-14T05,Ended Conversation
120,77,2021-05-10T03,Ended Conversation
270,175,2021-04-26T16,Started Conversation
20,49,2021-08-02T22,Started Conversation
23,151,2022-11-30T20,Started Conversation
248,148,2023-02-28T21,Started Conversation
173,32,2023-06-10T16,Ended Conversation
151,243,2022-11-24T07,Started Conversation
257,158,2022-06-18T02,Ended Conversation
197,79,2023-06-08T02,Started Conversation
378,85,2022-03-24T23,Ended Conversation
221,202,2021-07-30T18,Ended Conversation
252,150,2022-12-22T08,Ended Conversation
254,25,2023-09-09T03,Started Conversation
55,131,2021-09-10T11,Started Conversation
378,243,2021-08-07T08,Ended Conversation
263,105,2023-08-24T17,Ended Conversation
191,37,2021-04-15T10,Ended Conversation
297,117,2022-08-15T05,Started Conversation
309,207,2022-01-02T13,Ended Conversation
100,13,2022-02-14T17,Started Conversation
148,24,2022-05-06T13,Started Conversation
240,214,2021-03-07T07,Started Conversation
146,203,2022-01-15T09,Started Conversation
173,141,2023-06-29T03,Ended Conversation
75,179,2021-04-16T09,Started Conversation
370,91,2021-01-24T07,Started Conversation
79,225,2022-12-16T19,Started Conversation
124,92,2021-02-20T15,Ended Conversation
292,39,2021-05-26T07,Started Conversation
193,106,2022-02-28T09,Ended Conversation
20,67,2022-09-13T05,Started Conversation
240,246,2023-06-17T18,Ended Conversation
237,8,2021-09-27T02,Ended Conversation
203,196,2022-10-14T01,Ended Conversation
201,72,2022-02-10T17,Ended Conversation
384,44,2023-07-08T18,Ended Conversation
181,136,2023-07-26T07,Started Conversation
59,175,2022-03-13T01,Ended Conversation
350,246,2021-02-01T20,Ended Conversation
16,117,2023-08-08T03,Ended Conversation
313,12,2021-10-24T12,Started Conversation
375,80,2022-03-01T11,Ended Conversation
22,56,2021-03-05T18,Started Conversation
261,202,2023-03-28T20,Started Conversation
313,127,2023-03-08T23,Started Conversation
197,12,2022-12-06T04,Ended Conversation
346,44,2022-03-16T07,Started Conversation
155,47,2023-04-16T17,Started Conversation
162,103,2022-05-17T03,Ended Conversation
265,31,2021-09-09T08,Ended Conversation
46,216,2021-06-14T23,Ended Conversation
141,25,2021-12-01T19,Started Conversation
154,27,2021-11-10T21,Ended Conversation
209,56,2021-01-06T04,Started Conversation
343,49,2021-09-22T00,Ended Conversation
286,92,2021-10-30T07,Ended Conversation
88,142,2022-08-17T03,Started Conversation
206,12,2021-03-22T23,Started Conversation
36,117,2021-03-13T06,Started Conversation
17,77,2021-09-18T21,Ended Conversation
56,66,2022-08-14T18,Ended Conversation
286,127,2023-04-02T21,Ended Conversation
350,112,2023-03-31T15,Ended Conversation
135,125,2023-02-18T06,Started Conversation
329,237,2023-04-03T01,Ended Conversation
61,45,2023-03-25T03,Ended Conversation
184,164,2022-08-10T02,Started Conversation
157,62,2023-04-18T00,Started Conversation
176,93,2023-04-17T14,Ended Conversation
13,84,2021-08-31T16,Started Conversation
