npc_id,item_id,timestamp,value
249,54,2023-08-25T18,Given
111,91,2022-12-24T15,Given
20,236,2022-03-26T01,Taken
378,11,2022-11-30T22,Given
146,285,2023-03-25T21,Given
220,227,2022-01-02T09,Given
82,27,2021-01-01T03,Given
219,249,2023-05-11T04,Given
346,37,2022-05-27T07,Taken
182,157,2023-03-18T16,Taken
88,239,2023-05-22T11,Taken
373,127,2021-01-24T06,Taken
118,278,2022-10-12T03,Given
191,60,2022-10-27T11,Given
43,192,2023-01-07T19,Given
283,127,2022-03-10T17,Taken
334,75,2023-06-28T01,Taken
230,193,2023-08-16T11,Given
260,163,2022-01-23T12,Given
95,133,2023-08-03T21,Taken
151,17,2022-09-23T18,Taken
151,39,2022-04-11T16,Taken
302,272,2022-05-03T14,Taken
237,122,2022-03-06T04,Given
312,111,2021-08-09T20,Taken
195,66,2021-01-11T20,Given
364,227,2022-04-11T19,Taken
168,228,2021-05-01T20,Given
111,119,2022-05-07T08,Given
301,276,2023-07-28T10,Taken
28,265,2023-09-12T09,Taken
191,25,2021-07-01T04,Taken
165,70,2021-08-15T15,Given
324,42,2022-08-28T08,Given
161,175,2021-05-08T01,Given
348,11,2022-11-15T04,Given
159,143,2023-09-04T08,Taken
93,124,2021-05-15T18,Taken
235,251,2023-08-08T17,Taken
322,195,2022-09-29T03,Given
370,75,2022-10-28T12,Given
249,119,2021-08-15T02,Given
244,234,2021-05-19T06,Taken
143,25,2021-02-28T15,Taken
280,255,2021-01-24T19,Given
182,123,2022-05-12T16,Given
82,88,2021-07-29T16,Taken
354,4,2023-07-18T13,Given
80,166,2021-02-02T01,Taken
96,222,2021-01-17T01,Given
118,252,2022-06-09T10,Given
141,91,2023-03-13T11,Given
349,117,2022-03-05T04,Given
106,51,2021-07-19T19,Taken
348,299,2023-03-10T05,Given
162,285,2021-06-20T22,Given
316,71,2021-12-01T11,Taken
134,210,2021-07-27T02,Taken
161,27,2022-01-02T10,Given
219,39,2021-10-30T03,Taken
302,224,2021-01-24T21,Given
97,96,2023-03-11T11,Given
26,39,2022-02-24T20,Given
49,216,2022-11-03T23,Given
162,54,2021-04-24T12,Taken
129,219,2021-08-07T11,Given
76,155,2021-11-06T10,Taken
278,56,2022-06-26T06,Taken
79,49,2023-01-29T21,Given
249,25,2022-01-20T19,Given
237,192,2022-03-26T15,Taken
219,179,2021-11-17T04,Taken
2,35,2021-08-08T05,Taken
377,268,2023-05-06T14,Given
375,251,2021-08-02T01,Given
2,133,2022-07-03T19,Taken
280,276,2021-02-04T14,Given
100,211,2021-08-16T20,Taken
129,192,2021-08-03T08,Taken
240,251,2021-02-15T02,Given
20,172,2021-05-13T04,Taken
173,269,2022-03-13T05,Taken
230,49,2021-11-10T01,Given
286,296,2021-08-26T17,Given
230,96,2021-08-26T05,Taken
225,15,2022-09-10T09,Taken
159,17,2022-12-12T01,Taken
222,117,2023-06-03T21,Taken
79,181,2022-12-10T08,Given
338,51,2022-09-01T19,Taken
171,125,2021-07-16T16,Given
289,245,2022-12-31T07,Taken
259,32,2021-07-15T15,Given
157,296,2021-04-13T00,Given
368,79,2022-05-29T04,Given
364,75,2023-08-31T18,Taken
351,226,2022-12-19T14,Given
26,252,2023-03-16T16,Taken
184,168,2021-09-29T23,Given
162,29,2022-09-05T07,Taken
387,103,2022-09-13T07,Given
289,152,2022-01-17T18,Given
334,96,2022-10-24T07,Given
59,48,2022-09-27T21,Given
275,210,2023-03-26T04,Taken
320,192,2022-05-22T14,Taken
67,127,2022-03-03T22,Taken
265,12,2023-06-27T21,Taken
122,48,2022-07-29T16,Taken
289,127,2023-01-24T12,Given
145,222,2022-01-31T14,Given
168,287,2021-11-20T04,Taken
368,275,2021-04-13T19,Given
31,195,2021-05-28T03,Given
277,70,2023-05-22T23,Taken
375,84,2021-11-08T13,Taken
181,146,2023-07-28T03,Given
322,293,2022-02-14T09,Taken
302,27,2022-10-23T14,Given
316,227,2021-09-11T19,Taken
154,303,2022-07-31T11,Taken
91,141,2021-02-04T08,Given
138,96,2022-02-27T05,Given
337,283,2021-05-14T00,Given
261,152,2022-05-16T17,Given
55,59,2021-07-15T07,Taken
302,298,2023-07-10T19,Taken
85,147,2023-09-14T18,Taken
127,37,2022-07-17T05,Taken
252,249,2021-07-22T09,Given
254,289,2022-11-29T00,Given
319,187,2022-06-23T19,Given
55,39,2021-01-09T20,Taken
176,59,2021-01-31T17,Given
217,196,2022-05-17T07,Given
270,210,2022-06-08T21,Taken
135,100,2023-07-20T16,Taken
9,260,2021-01-20T00,Taken
360,165,2021-12-21T21,Taken
70,141,2023-08-31T14,Taken
212,301,2022-07-07T17,Taken
254,100,2022-12-28T09,Given
96,60,2023-08-01T14,Taken
313,296,2022-03-22T21,Given
341,82,2022-09-15T22,Given
259,278,2022-11-19T09,Taken
155,104,2022-05-30T21,Taken
360,12,2022-04-02T04,Given
307,15,2021-04-22T13,Taken
270,235,2023-02-22T17,Taken
90,199,2023-03-03T21,Taken
384,130,2022-07-30T18,Given
237,125,2022-04-24T09,Given
111,168,2022-12-17T07,Given
31,11,2021-04-10T18,Taken
248,66,2022-09-06T06,Given
13,122,2022-02-16T06,Given
331,117,2023-05-14T04,Given
341,198,2023-04-19T09,Given
326,303,2023-08-26T20,Taken
93,25,2021-09-19T03,Taken
384,283,2022-07-09T16,Given
131,37,2023-06-15T04,Given
272,239,2022-11-27T08,Taken
195,149,2021-01-11T19,Taken
265,257,2022-08-09T13,Given
316,6,2022-03-26T13,Taken
48,111,2022-08-03T02,Given
191,110,2021-11-17T13,Taken
244,122,2022-05-22T22,Given
324,15,2023-03-20T04,Taken
173,137,2023-06-17T09,Taken
95,104,2021-11-24T15,Given
31,303,2021-03-07T11,Given
67,268,2022-05-23T09,Taken
230,166,2022-04-25T13,Taken
82,104,2022-01-09T03,Taken
280,38,2022-10-12T08,Taken
254,58,2021-07-28T06,Given
176,144,2021-06-23T16,Given
64,29,2022-05-28T07,Taken
46,242,2023-04-10T17,Taken
254,58,2021-06-16T22,Given
263,54,2021-03-13T17,Given
13,12,2021-11-07T16,Given
241,173,2022-08-25T03,Taken
43,144,2022-05-21T13,Given
214,12,2022-10-30T07,Taken
141,29,2023-01-25T10,Taken
171,94,2021-12-12T10,Given
359,257,2022-05-30T00,Given
127,283,2023-08-30T19,Given
168,51,2022-03-15T16,Given
197,165,2023-04-11T08,Taken
203,298,2023-06-15T11,Given
161,38,2022-12-17T15,Given
245,103,2021-10-07T17,Given
75,8,2021-06-29T22,Given
31,4,2022-05-24T14,Given
72,134,2021-06-15T11,Taken
346,275,2023-03-16T22,Taken
228,45,2022-11-14T14,Taken
286,277,2021-09-10T09,Taken
275,172,2022-03-17T01,Given
46,287,2021-03-18T20,Taken
5,82,2023-06-01T17,Taken
312,25,2023-05-31T17,Taken
257,103,2021-11-04T23,Given
91,14,2022-12-21T14,Taken
157,152,2023-02-19T21,Taken
348,287,2022-04-19T21,Taken
182,12,2022-08-13T13,Taken
88,146,2022-10-07T14,Given
155,272,2023-07-03T07,Given
52,71,2021-01-25T21,Given
350,127,2023-04-08T01,Taken
197,196,2022-10-18T23,Given
148,155,2021-05-31T06,Taken
155,181,2023-05-02T21,Taken
140,35,2022-01-06T05,Given
115,92,2021-09-24T09,Taken
165,152,2021-04-10T19,Given
17,210,2021-12-25T16,Taken
341,198,2022-03-02T19,Taken
26,235,2023-09-13T01,Taken
350,247,2023-03-07T18,Given
348,59,2021-11-05T01,Given
140,75,2023-01-02T18,Given
297,96,2022-08-01T08,Given
246,193,2022-09-19T17,Taken
221,173,2021-03-24T10,Taken
67,275,2022-02-14T03,Given
245,35,2022-12-21T07,Given
324,290,2021-09-20T23,Given
148,285,2023-01-26T18,Taken
222,295,2021-07-21T03,Given
233,216,2022-06-11T11,Taken
38,192,2021-02-24T11,Given
230,299,2021-12-20T14,Given
36,98,2021-09-30T10,Given
134,68,2021-04-17T13,Given
302,193,2021-08-23T18,Given
329,301,2023-04-21T13,Taken
80,27,2021-02-16T23,Taken
122,5,2023-01-31T05,Given
179,14,2023-02-20T16,Given
272,298,2022-07-06T18,Taken
124,207,2021-06-17T21,Taken
96,192,2021-04-06T19,Taken
102,96,2022-09-07T13,Given
108,257,2022-04-19T13,Given
201,86,2021-01-21T14,Taken
108,77,2023-08-14T15,Taken
140,160,2021-11-22T22,Taken
59,143,2023-02-04T05,Given
302,245,2023-01-27T01,Given
9,48,2022-09-16T00,Taken
85,192,2021-05-04T22,Given
40,210,2022-02-02T00,Taken
228,204,2022-03-05T15,Taken
221,185,2021-04-12T14,Given
209,224,2023-08-30T02,Taken
9,185,2022-04-30T11,Taken
95,279,2022-03-11T12,Given
209,247,2021-02-15T03,Given
75,137,2023-01-07T23,Taken
316,303,2023-08-14T20,Given
85,124,2023-07-23T22,Given
275,91,2022-06-12T14,Given
12,140,2022-10-04T04,Taken
154,277,2022-12-08T06,Given
259,210,2023-02-08T15,Taken
260,282,2021-01-18T15,Taken
272,167,2023-09-10T08,Given
237,287,2023-05-11T20,Given
361,6,2021-09-20T09,Taken
198,84,2023-07-31T05,Given
377,236,2021-10-14T06,Taken
246,15,2023-05-17T06,Given
277,56,2022-11-08T05,Given
349,88,2021-08-26T00,Given
17,68,2022-07-10T02,Given
292,263,2021-12-12T04,Taken
201,282,2021-12-19T18,Taken
88,86,2022-11-19T03,Given
366,196,2022-01-14T02,Given
289,216,2022-03-10T12,Taken
214,245,2021-04-16T01,Given
56,201,2021-09-28T03,Taken
225,289,2022-08-13T15,Given
265,234,2021-02-10T07,Taken
203,282,2021-02-11T01,Taken
36,155,2021-03-16T06,Given
240,247,2023-05-12T08,Taken
108,257,2023-03-29T14,Given
377,275,2021-04-13T22,Given
347,295,2022-12-12T16,Given
300,234,2021-06-06T08,Taken
91,175,2023-06-08T09,Given
248,296,2021-07-24T20,Given
195,157,2021-12-20T03,Taken
2,276,2022-12-17T06,Taken
206,25,2021-07-22T14,Taken
114,144,2021-03-05T02,Given
155,14,2022-09-27T20,Given
90,251,2021-09-24T08,Taken
182,269,2021-04-18T09,Taken
259,199,2023-07-01T05,Given
17,137,2023-08-05T22,Given
337,82,2022-07-19T18,Taken
346,282,2023-02-09T08,Given
12,196,2021-03-24T08,Taken
300,133,2022-02-03T12,Given
22,149,2023-05-24T10,Taken
268,35,2023-01-15T22,Given
171,144,2021-11-27T06,Given
85,68,2021-04-18T13,Given
36,165,2022-02-18T03,Given
248,58,2023-08-24T17,Taken
106,130,2021-02-07T18,Taken
374,234,2021-04-17T04,Given
297,268,2021-11-23T04,Given
222,103,2022-03-22T13,Taken
171,74,2023-07-07T22,Given
195,134,2021-12-26T02,Taken
338,228,2023-08-07T10,Taken
309,257,2021-09-25T01,Given
46,74,2023-05-08T08,Given
2,104,2022-09-28T09,Given
36,301,2023-08-19T00,Taken
260,100,2021-01-03T15,Taken
140,119,2023-06-15T22,Taken
349,107,2021-01-11T00,Given
348,127,2023-06-29T03,Taken
228,87,2023-05-10T07,Given
100,204,2022-04-06T07,Given
237,182,2021-04-13T20,Taken
313,20,2022-05-06T01,Taken
129,239,2022-06-12T17,Taken
155,126,2023-06-28T12,Given
221,259,2021-03-22T19,Given
34,293,2023-09-03T23,Taken
91,146,2022-05-12T19,Given
146,75,2022-10-21T00,Taken
62,301,2023-06-14T12,Given
222,140,2022-06-12T09,Taken
241,157,2022-08-25T22,Taken
370,173,2022-06-24T18,Given
105,275,2021-11-26T15,Taken
375,24,2021-12-09T02,Given
38,252,2021-02-26T08,Given
350,185,2021-08-01T08,Given
96,127,2021-10-02T00,Taken
59,87,2021-07-12T09,Given
222,301,2022-08-07T04,Given
165,296,2021-10-07T22,Given
219,169,2021-01-25T17,Given
304,181,2021-04-14T00,Taken
82,51,2021-03-10T22,Taken
346,110,2022-10-21T19,Given
91,54,2021-03-31T03,Given
370,166,2022-12-10T14,Given
182,79,2022-04-08T21,Given
85,268,2022-05-20T14,Taken
319,265,2021-08-25T21,Taken
171,163,2023-03-01T14,Given
88,272,2021-06-18T19,Taken
278,60,2023-03-16T07,Given
233,231,2021-03-27T11,Given
43,298,2023-03-09T14,Given
138,42,2022-12-18T20,Given
346,239,2022-04-19T12,Given
93,119,2021-05-27T20,Taken
370,91,2022-09-19T13,Given
225,173,2021-11-16T16,Taken
195,234,2022-08-02T07,Taken
326,213,2022-02-21T14,Given
138,166,2023-07-03T23,Taken
214,84,2022-07-02T04,Given
278,236,2023-05-02T22,Taken
341,17,2021-02-11T15,Taken
38,298,2021-01-13T04,Taken
361,269,2021-12-31T21,Taken
100,149,2021-09-27T04,Taken
48,60,2021-09-22T03,Taken
278,216,2023-01-11T20,Given
102,84,2023-05-26T03,Given
197,285,2023-05-14T20,Taken
300,35,2022-09-28T06,Taken
325,287,2021-08-21T13,Taken
374,236,2023-08-21T19,Given
115,66,2021-07-15T13,Taken
76,32,2021-08-12T07,Given
304,141,2021-12-03T18,Taken
195,123,2023-08-06T01,Taken
257,272,2022-04-14T04,Taken
38,37,2022-04-12T04,Given
312,263,2021-08-19T14,Given
40,50,2021-06-30T14,Taken
154,84,2022-07-30T11,Taken
337,155,2021-06-03T01,Given
217,216,2023-01-19T21,Taken
129,245,2022-08-28T07,Given
61,147,2021-07-22T23,Given
341,208,2023-03-06T04,Taken
222,140,2023-05-27T03,Given
320,198,2023-05-11T01,Given
263,146,2023-07-02T02,Taken
48,182,2021-08-31T07,Given
176,94,2021-04-07T11,Taken
254,290,2022-07-07T10,Given
122,87,2023-03-26T06,Given
72,6,2021-03-15T10,Taken
346,20,2022-05-09T03,Taken
176,115,2023-04-01T15,Taken
79,113,2021-03-19T15,Given
350,107,2023-08-22T03,Taken
35,181,2022-08-18T12,Taken
26,268,2021-10-03T18,Given
114,289,2021-05-10T23,Given
319,172,2021-06-16T12,Given
161,299,2022-12-03T22,Given
129,91,2023-03-19T00,Given
67,79,2023-01-28T01,Given
214,198,2023-06-05T13,Given
295,39,2023-05-27T07,Given
100,49,2022-05-16T03,Taken
72,35,2023-01-18T06,Given
108,32,2023-06-30T15,Taken
259,267,2021-08-25T13,Taken
93,4,2023-02-01T02,Given
343,38,2023-03-29T09,Taken
249,296,2023-01-13T21,Given
300,39,2021-07-12T19,Taken
220,66,2022-02-23T07,Taken
361,294,2022-07-19T14,Given
59,277,2021-10-08T23,Taken
70,94,2023-07-01T07,Taken
106,133,2021-01-19T11,Given
221,295,2022-11-30T17,Given
181,281,2021-12-06T09,Taken
334,123,2021-09-14T20,Taken
108,56,2022-06-24T08,Given
237,96,2022-12-04T06,Given
131,285,2023-03-18T14,Given
197,34,2023-02-18T16,Given
145,32,2021-09-21T16,Taken
389,74,2023-09-04T17,Taken
191,275,2021-02-14T22,Taken
106,281,2021-01-10T21,Taken
260,32,2023-05-21T18,Taken
118,60,2021-03-26T06,Given
13,179,2022-07-02T23,Given
219,77,2023-03-19T17,Given
289,177,2022-01-08T07,Taken
59,257,2021-11-19T05,Taken
377,107,2021-07-30T13,Given
13,279,2023-03-19T23,Taken
325,276,2021-04-25T01,Given
331,133,2023-01-15T08,Given
141,152,2021-11-07T21,Given
270,204,2021-02-10T01,Given
292,45,2021-04-03T15,Taken
202,56,2022-10-15T12,Given
297,109,2023-09-12T23,Given
159,68,2023-07-04T16,Given
301,71,2021-05-01T18,Taken
212,285,2021-11-24T11,Given
233,285,2022-03-25T08,Given
182,61,2021-03-09T19,Given
268,77,2023-01-12T08,Given
289,204,2022-10-15T15,Given
283,167,2023-02-11T06,Taken
17,303,2021-11-12T17,Given
38,279,2023-07-15T00,Taken
265,12,2022-05-24T22,Taken
265,35,2023-06-03T09,Given
141,84,2022-05-20T22,Taken
223,210,2021-03-28T19,Taken
381,61,2023-01-28T14,Given
261,98,2023-01-23T21,Given
43,201,2023-04-25T02,Taken
203,226,2023-07-06T11,Taken
165,198,2022-10-09T08,Given
80,5,2021-05-10T02,Taken
134,207,2021-04-29T14,Taken
209,1,2021-09-06T05,Given
26,196,2022-04-08T03,Taken
337,90,2022-07-13T10,Taken
293,294,2022-04-15T13,Taken
9,14,2021-09-19T20,Given
278,172,2023-09-13T13,Given
20,77,2023-05-31T14,Given
337,187,2022-05-10T18,Given
31,21,2021-07-11T12,Given
366,24,2023-06-13T19,Taken
359,282,2022-10-29T18,Taken
293,152,2022-06-02T18,Given
114,187,2022-11-09T02,Taken
302,247,2021-02-13T06,Taken
13,74,2022-11-10T22,Taken
313,239,2023-06-22T19,Taken
13,282,2022-09-02T16,Given
370,8,2021-04-19T12,Taken
96,265,2022-10-01T18,Taken
257,173,2022-03-07T00,Given
80,245,2022-08-26T00,Given
268,123,2022-08-26T13,Given
225,25,2023-08-19T23,Given
145,48,2021-02-19T20,Taken
124,5,2021-02-25T12,Given
222,213,2022-02-05T18,Given
292,84,2023-02-26T18,Given
85,193,2021-11-02T11,Taken
13,6,2022-10-03T13,Taken
31,208,2023-03-04T09,Given
337,219,2023-07-09T15,Taken
301,8,2023-01-10T12,Given
70,111,2023-06-26T04,Taken
22,58,2022-11-19T21,Given
17,117,2022-12-28T13,Given
214,235,2023-06-10T03,Given
111,50,2022-06-20T00,Given
233,123,2023-01-13T16,Given
244,79,2021-11-15T06,Given
209,9,2021-07-06T16,Given
207,295,2023-02-09T00,Taken
289,168,2022-07-10T17,Given
120,88,2022-11-26T01,Given
61,25,2022-06-11T13,Given
12,236,2023-07-05T08,Given
252,119,2023-05-09T16,Taken
319,141,2021-12-01T06,Given
220,260,2021-08-31T05,Given
80,124,2022-11-03T00,Given
140,303,2022-07-05T02,Given
280,163,2021-11-18T14,Taken
212,283,2022-06-03T10,Given
324,190,2021-02-21T05,Given
43,208,2023-08-26T09,Taken
307,149,2021-01-05T03,Given
289,265,2023-01-23T14,Taken
346,169,2023-05-14T14,Given
159,125,2022-02-01T22,Taken
329,167,2023-06-06T15,Taken
97,155,2022-06-04T00,Given
374,122,2022-03-23T21,Given
313,25,2023-01-26T11,Taken
349,98,2023-05-17T17,Given
187,50,2023-09-01T23,Given
209,173,2022-07-14T03,Given
127,157,2021-09-02T05,Given
143,11,2022-04-05T07,Given
320,35,2022-05-01T17,Given
225,205,2022-11-28T22,Taken
217,146,2021-08-09T02,Given
70,9,2022-05-17T18,Taken
219,74,2023-01-06T16,Taken
61,169,2022-04-05T17,Given
62,51,2022-11-24T01,Taken
182,48,2022-06-21T00,Taken
159,126,2022-03-27T20,Taken
140,245,2023-08-07T20,Taken
161,255,2022-06-13T11,Taken
151,9,2023-06-09T19,Given
79,263,2023-08-14T01,Taken
230,231,2023-02-19T17,Given
334,195,2023-09-05T12,Taken
70,172,2023-03-16T13,Given
228,119,2022-03-19T14,Given
324,265,2021-07-26T15,Taken
378,226,2021-02-18T05,Given
302,82,2023-04-16T21,Taken
76,6,2023-01-20T23,Given
5,290,2022-10-31T07,Taken
171,133,2021-04-07T03,Given
320,11,2023-05-15T18,Taken
48,275,2021-03-07T04,Given
165,117,2023-03-02T13,Given
316,228,2021-06-17T20,Taken
349,61,2023-02-19T19,Taken
155,173,2022-08-30T22,Given
292,172,2021-08-08T17,Given
23,147,2023-06-10T01,Taken
159,169,2023-01-08T14,Taken
309,91,2023-05-16T08,Taken
120,155,2022-03-16T06,Taken
361,222,2021-05-04T15,Taken
275,226,2022-06-26T02,Taken
304,166,2022-11-26T16,Taken
40,147,2021-05-22T17,Taken
108,175,2021-11-20T06,Taken
384,247,2021-04-02T10,Taken
114,172,2021-04-06T03,Taken
322,283,2022-01-01T15,Given
207,5,2021-12-14T09,Taken
146,263,2023-09-13T21,Taken
360,123,2023-06-18T15,Given
233,235,2023-01-04T00,Given
293,27,2023-06-02T23,Given
95,6,2023-08-11T09,Given
257,193,2023-06-06T01,Taken
212,68,2021-03-28T23,Given
173,125,2022-09-06T11,Taken
219,278,2022-08-07T07,Taken
95,32,2022-08-06T21,Taken
223,84,2023-06-01T22,Given
202,210,2022-12-22T03,Given
201,141,2022-06-05T10,Given
237,163,2022-07-09T14,Taken
240,163,2021-11-15T08,Taken
278,147,2022-09-18T01,Given
95,227,2022-02-01T11,Given
270,190,2023-07-20T02,Taken
141,279,2021-06-21T07,Given
254,204,2021-04-27T09,Given
370,27,2021-01-18T01,Taken
221,84,2021-07-20T21,Given
260,15,2022-06-04T14,Taken
214,96,2023-08-21T09,Taken
96,199,2023-01-25T07,Taken
389,211,2021-09-09T15,Taken
143,282,2021-01-16T02,Taken
67,86,2021-03-27T18,Taken
197,58,2023-05-15T18,Taken
143,82,2022-03-02T02,Given
389,234,2021-11-22T22,Taken
102,160,2023-04-15T04,Given
235,263,2022-01-27T10,Given
249,175,2022-08-03T13,Taken
325,50,2021-10-30T17,Given
319,141,2022-10-29T21,Taken
207,239,2023-09-14T09,Taken
182,298,2022-10-30T18,Given
161,24,2023-06-07T04,Taken
259,58,2022-07-16T05,Taken
334,275,2021-07-10T17,Taken
106,34,2022-11-27T00,Given
106,269,2022-08-13T23,Taken
20,179,2023-03-15T08,Taken
159,117,2023-02-07T07,Given
389,295,2022-04-04T13,Taken
168,259,2021-08-01T13,Taken
295,50,2021-06-29T00,Taken
270,275,2022-12-20T05,Taken
35,69,2021-08-18T14,Given
146,141,2023-08-10T02,Taken
9,167,2021-09-19T01,Given
197,281,2021-04-26T07,Taken
283,226,2023-03-15T18,Given
319,77,2023-07-08T06,Taken
368,234,2022-04-21T13,Taken
202,294,2021-05-21T01,Given
171,104,2022-05-28T18,Taken
182,269,2021-12-15T10,Given
22,100,2023-05-26T13,Taken
159,219,2023-07-08T05,Given
187,260,2022-02-22T10,Taken
187,37,2023-02-25T18,Taken
8,247,2021-08-30T00,Given
235,58,2022-06-23T10,Taken
168,293,2021-01-23T14,Taken
135,74,2023-04-15T04,Given
193,235,2023-05-24T06,Given
59,45,2023-01-14T10,Taken
214,137,2023-04-10T21,Taken
193,126,2022-06-01T21,Given
381,172,2023-06-18T18,Taken
375,201,2021-01-01T09,Given
347,134,2022-04-12T19,Given
120,56,2021-02-26T09,Given
82,301,2021-11-16T10,Given
334,282,2023-06-10T10,Given
197,196,2022-09-18T13,Given
366,115,2022-05-25T01,Given
148,245,2023-06-08T15,Given
198,77,2021-01-27T23,Given
20,75,2021-11-14T03,Given
309,182,2022-05-14T08,Given
173,285,2021-10-19T22,Taken
157,87,2021-03-31T09,Taken
12,155,2021-12-09T02,Taken
20,103,2023-03-15T02,Taken
350,290,2022-08-31T16,Taken
108,211,2022-01-20T11,Given
246,283,2023-05-29T15,Taken
176,59,2022-11-27T05,Taken
288,177,2021-02-21T13,Given
381,213,2022-12-12T13,Given
265,124,2023-08-21T04,Taken
241,98,2022-03-23T05,Given
173,87,2022-09-20T07,Given
96,127,2023-03-01T22,Taken
184,201,2022-11-19T04,Taken
283,207,2021-05-09T22,Taken
120,224,2023-04-21T06,Taken
381,199,2022-12-24T02,Taken
209,269,2021-03-20T13,Taken
46,192,2022-01-16T12,Taken
343,211,2021-09-21T14,Taken
28,281,2023-04-10T10,Given
91,222,2021-07-12T03,Given
62,169,2021-03-06T20,Taken
93,226,2021-01-01T01,Taken
79,107,2022-05-01T19,Given
2,32,2021-02-20T19,Given
88,119,2022-02-17T16,Given
64,109,2021-10-23T18,Taken
105,282,2022-11-18T13,Given
316,84,2022-08-11T13,Given
219,236,2021-02-02T04,Given
88,115,2023-07-16T19,Taken
354,130,2022-12-03T17,Given
354,155,2022-10-30T17,Taken
326,82,2023-07-05T07,Taken
302,299,2022-08-13T15,Taken
95,141,2021-03-07T15,Given
209,198,2022-01-21T18,Given
161,119,2021-11-09T13,Taken
212,272,2021-04-09T04,Taken
207,42,2022-08-09T19,Given
260,282,2021-08-29T21,Taken
49,157,2021-12-28T02,Taken
341,234,2022-05-08T10,Taken
102,125,2022-05-07T07,Given
8,153,2021-01-12T23,Given
73,142,2021-05-02T03,Taken
64,308,2021-08-18T06,Taken
42,98,2022-03-02T10,Given
108,39,2021-06-20T10,Taken
111,158,2021-11-09T09,Taken
115,194,2022-06-06T16,Given
8,267,2022-02-02T07,Taken
93,326,2021-08-18T13,Given
51,180,2021-10-24T02,Given
33,184,2021-05-04T18,Given
122,206,2023-05-30T01,Taken
131,39,2023-01-10T21,Given
72,18,2021-02-11T22,Taken
36,88,2022-01-19T00,Given
53,56,2021-07-29T16,Taken
87,352,2022-12-17T05,Given
17,132,2021-07-23T12,Taken
6,290,2021-12-26T18,Given
39,140,2022-11-21T23,Given
53,322,2021-07-20T23,Given
49,199,2023-08-24T14,Taken
73,283,2021-07-03T12,Given
118,41,2021-11-16T06,Given
106,334,2023-07-01T11,Taken
6,215,2023-03-28T03,Given
131,133,2022-04-04T04,Taken
7,15,2022-02-21T23,Given
79,211,2022-03-02T13,Taken
94,18,2021-05-05T17,Taken
122,202,2021-05-11T00,Given
124,247,2022-06-01T09,Taken
10,274,2021-08-03T12,Taken
103,175,2023-01-30T02,Given
6,154,2022-03-14T03,Given
91,114,2021-03-27T16,Taken
49,269,2023-02-06T01,Given
120,24,2022-07-04T10,Given
83,26,2022-02-06T01,Taken
97,208,2022-01-20T20,Given
49,128,2021-09-18T01,Taken
133,120,2023-03-26T00,Given
10,88,2023-08-27T20,Given
61,247,2023-08-20T07,Taken
10,190,2021-08-16T18,Given
87,283,2023-04-14T08,Taken
48,114,2021-03-10T07,Given
42,292,2022-09-24T14,Given
53,303,2023-02-17T08,Taken
122,279,2021-10-28T06,Given
120,3,2021-09-25T19,Taken
33,336,2021-12-07T09,Taken
33,284,2022-07-05T02,Given
120,34,2023-03-31T05,Taken
43,31,2021-02-19T16,Given
87,351,2021-05-27T13,Taken
12,338,2022-12-18T21,Taken
72,158,2021-04-05T12,Taken
67,290,2022-06-19T13,Taken
97,152,2022-06-17T17,Taken
45,261,2023-06-04T12,Taken
72,105,2023-06-28T09,Taken
81,24,2023-09-13T15,Given
81,51,2021-03-24T00,Taken
128,10,2022-09-29T21,Given
128,101,2023-03-26T22,Given
19,319,2022-07-06T19,Given
42,175,2021-08-09T15,Taken
94,345,2021-01-26T16,Taken
67,355,2022-11-22T15,Taken
124,37,2022-06-06T08,Taken
115,152,2021-04-04T03,Taken
83,183,2021-08-04T14,Taken
43,155,2021-07-30T22,Given
42,283,2022-08-13T02,Taken
83,253,2022-06-24T01,Taken
4,243,2021-06-22T11,Taken
51,248,2021-02-17T09,Given
106,261,2023-04-06T19,Given
115,21,2023-02-15T01,Given
54,325,2021-06-11T17,Taken
39,161,2021-03-04T05,Taken
27,26,2023-08-31T17,Taken
45,73,2022-02-01T01,Taken
51,326,2021-07-30T16,Taken
53,267,2021-09-07T19,Given
16,175,2021-09-07T15,Taken
49,318,2022-08-19T19,Given
39,29,2022-11-26T07,Taken
45,225,2023-07-15T18,Given
7,39,2022-09-01T08,Taken
115,226,2021-06-01T16,Given
27,202,2021-12-02T11,Taken
76,10,2021-02-26T09,Given
111,204,2021-10-01T22,Taken
60,1,2023-07-30T20,Taken
93,219,2023-07-17T11,Taken
76,347,2022-11-27T18,Given
120,303,2021-01-14T19,Given
42,90,2021-10-30T16,Given
19,282,2022-01-04T06,Taken
12,53,2022-07-18T20,Taken
79,241,2021-07-28T04,Given
133,31,2022-11-24T23,Given
103,247,2022-06-06T20,Given
79,211,2023-05-12T03,Taken
45,153,2022-02-04T09,Given
88,158,2022-06-27T22,Taken
27,334,2022-02-18T20,Taken
64,82,2022-09-01T23,Given
54,245,2021-02-24T22,Taken
15,92,2021-12-18T23,Given
61,326,2023-05-31T16,Given
59,133,2023-05-09T00,Given
110,37,2021-06-21T02,Taken
133,379,2023-07-29T19,Given
15,154,2021-06-02T19,Given
21,353,2022-03-19T04,Given
48,10,2021-12-03T06,Given
94,367,2021-09-23T08,Given
10,347,2023-03-26T23,Taken
21,194,2021-09-10T09,Given
101,108,2022-02-17T11,Taken
