npc_id,quest_id,timestamp,value
13,206,2021-12-01T01,Completed Quest
123,258,2022-10-20T20,Gave Quest
155,191,2023-04-09T03,Gave Quest
171,343,2022-05-30T07,Completed Quest
2,170,2021-04-26T01,Completed Quest
167,300,2021-08-12T09,Gave Quest
106,206,2022-08-31T05,Gave Quest
171,112,2021-10-29T09,Gave Quest
49,254,2021-07-19T23,Gave Quest
18,277,2021-05-02T18,Completed Quest
187,26,2023-02-02T13,Gave Quest
149,145,2023-06-20T01,Completed Quest
44,155,2021-04-27T08,Completed Quest
27,86,2022-02-01T20,Gave Quest
48,32,2021-10-08T15,Gave Quest
179,307,2022-02-10T17,Completed Quest
187,126,2021-10-01T20,Gave Quest
58,12,2023-05-09T22,Completed Quest
13,252,2021-02-10T11,Gave Quest
4,228,2021-10-04T18,Gave Quest
118,339,2022-11-23T01,Gave Quest
129,327,2022-01-01T03,Completed Quest
58,100,2023-01-14T14,Gave Quest
156,285,2022-02-22T01,Completed Quest
35,294,2022-12-28T13,Gave Quest
79,31,2021-10-29T06,Completed Quest
123,48,2022-10-26T07,Completed Quest
148,159,2022-01-11T06,Gave Quest
64,167,2023-04-17T17,Completed Quest
29,12,2021-11-12T08,Completed Quest
54,79,2021-02-21T21,Completed Quest
2,53,2022-10-10T22,Completed Quest
191,102,2023-09-04T00,Completed Quest
60,283,2023-07-03T20,Completed Quest
104,87,2022-11-19T04,Gave Quest
129,224,2022-06-26T14,Gave Quest
54,204,2022-06-13T14,Gave Quest
54,312,2022-03-21T04,Completed Quest
7,303,2021-01-06T00,Completed Quest
172,167,2023-06-30T01,Completed Quest
4,204,2022-03-01T21,Gave Quest
72,26,2021-03-23T17,Completed Quest
190,199,2021-04-24T23,Completed Quest
61,202,2022-02-23T02,Completed Quest
25,35,2021-04-11T21,Gave Quest
194,324,2022-07-16T02,Completed Quest
27,186,2023-06-16T21,Gave Quest
188,249,2021-08-17T10,Completed Quest
82,277,2022-05-07T18,Completed Quest
58,125,2022-06-23T03,Gave Quest
18,170,2023-08-10T20,Gave Quest
29,139,2021-06-06T12,Gave Quest
146,231,2021-10-15T13,Gave Quest
79,100,2022-11-23T23,Completed Quest
172,65,2021-02-09T13,Gave Quest
27,278,2023-02-21T03,Gave Quest
56,283,2021-05-23T12,Completed Quest
102,260,2021-07-25T16,Gave Quest
11,210,2022-03-30T04,Completed Quest
172,330,2021-10-12T20,Gave Quest
104,309,2021-01-31T05,Gave Quest
22,38,2022-12-25T20,Gave Quest
32,96,2021-02-04T00,Completed Quest
72,340,2022-07-18T19,Completed Quest
80,274,2023-01-23T20,Completed Quest
79,204,2023-03-13T07,Gave Quest
40,44,2022-10-03T15,Gave Quest
146,277,2021-05-22T07,Completed Quest
188,58,2021-07-22T01,Completed Quest
135,161,2023-07-11T03,Gave Quest
35,339,2021-04-18T08,Completed Quest
38,236,2021-08-15T07,Completed Quest
2,261,2021-06-07T15,Gave Quest
29,282,2023-05-06T00,Completed Quest
77,346,2021-09-09T09,Gave Quest
184,309,2021-02-23T22,Gave Quest
119,150,2023-08-06T07,Gave Quest
176,58,2023-01-26T16,Completed Quest
146,142,2021-06-01T05,Completed Quest
8,92,2021-02-22T16,Gave Quest
152,340,2021-05-10T04,Completed Quest
64,26,2022-06-11T13,Gave Quest
184,109,2022-10-07T16,Gave Quest
146,162,2021-01-30T21,Gave Quest
161,204,2022-08-19T23,Gave Quest
93,151,2023-05-17T11,Completed Quest
161,333,2022-03-13T20,Completed Quest
137,254,2021-12-27T02,Gave Quest
94,217,2021-03-03T18,Gave Quest
93,224,2021-04-11T08,Completed Quest
156,312,2021-12-13T15,Gave Quest
27,324,2022-01-17T03,Completed Quest
148,305,2023-09-11T18,Completed Quest
27,35,2021-01-20T05,Completed Quest
159,194,2022-01-04T19,Completed Quest
141,151,2022-01-31T12,Gave Quest
40,23,2023-03-06T14,Gave Quest
32,112,2022-08-30T08,Completed Quest
164,297,2023-07-05T18,Completed Quest
172,258,2023-03-28T18,Completed Quest
155,289,2023-03-15T10,Completed Quest
52,211,2021-02-01T17,Gave Quest
72,108,2022-05-05T09,Completed Quest
11,202,2022-07-06T03,Completed Quest
102,278,2021-01-02T01,Gave Quest
118,277,2022-01-26T17,Gave Quest
148,44,2022-03-29T05,Completed Quest
129,312,2022-08-03T22,Gave Quest
49,84,2021-07-27T20,Completed Quest
135,147,2022-02-04T12,Gave Quest
176,53,2023-02-04T18,Gave Quest
48,300,2021-07-17T11,Gave Quest
44,119,2023-05-18T08,Completed Quest
173,349,2021-01-22T21,Completed Quest
79,56,2022-09-26T02,Gave Quest
48,312,2022-09-27T06,Gave Quest
72,315,2021-05-08T08,Gave Quest
155,168,2023-05-29T18,Completed Quest
182,222,2021-05-29T19,Gave Quest
94,119,2022-01-21T17,Completed Quest
107,210,2022-03-28T21,Completed Quest
42,58,2021-01-29T15,Completed Quest
175,333,2021-09-17T02,Completed Quest
161,199,2022-03-30T13,Gave Quest
21,167,2021-04-29T23,Completed Quest
159,29,2022-05-19T06,Completed Quest
97,187,2021-11-29T02,Gave Quest
58,58,2021-12-24T03,Gave Quest
52,114,2022-08-06T19,Gave Quest
80,90,2023-07-15T13,Gave Quest
106,194,2022-09-28T01,Completed Quest
69,206,2023-03-12T22,Completed Quest
106,18,2023-08-05T01,Gave Quest
48,228,2023-03-30T08,Completed Quest
102,38,2022-03-22T21,Completed Quest
42,68,2023-05-19T09,Gave Quest
52,303,2021-05-12T01,Completed Quest
137,252,2021-04-22T18,Gave Quest
35,228,2022-10-31T23,Completed Quest
107,20,2023-03-03T11,Completed Quest
156,53,2022-11-20T02,Completed Quest
92,258,2022-03-28T04,Gave Quest
75,23,2022-03-03T15,Completed Quest
54,167,2022-06-17T06,Gave Quest
149,159,2023-01-01T04,Gave Quest
60,5,2022-02-28T01,Completed Quest
167,321,2023-09-03T22,Completed Quest
161,168,2021-07-07T07,Gave Quest
159,162,2023-08-03T23,Completed Quest
94,151,2021-07-05T10,Gave Quest
13,349,2021-02-11T20,Gave Quest
92,109,2023-04-11T06,Completed Quest
66,234,2022-01-08T07,Completed Quest
126,105,2023-03-18T10,Completed Quest
173,315,2022-10-29T17,Completed Quest
97,249,2021-04-15T22,Gave Quest
91,300,2022-07-16T17,Gave Quest
7,5,2021-12-29T01,Gave Quest
104,204,2022-11-05T12,Completed Quest
30,333,2023-07-31T20,Completed Quest
164,108,2022-07-27T10,Gave Quest
90,48,2023-08-26T14,Gave Quest
79,242,2022-01-29T11,Gave Quest
46,191,2022-12-11T16,Completed Quest
7,90,2021-09-02T07,Gave Quest
191,288,2021-04-22T06,Gave Quest
187,44,2022-02-12T18,Completed Quest
35,59,2022-10-17T19,Completed Quest
15,161,2022-01-12T06,Gave Quest
137,126,2021-09-26T06,Completed Quest
54,65,2021-05-02T20,Completed Quest
110,283,2023-07-07T19,Gave Quest
8,283,2023-08-02T00,Gave Quest
194,124,2021-01-12T16,Gave Quest
129,86,2021-05-22T06,Gave Quest
121,216,2022-06-20T04,Gave Quest
11,96,2021-05-18T15,Completed Quest
191,64,2022-02-03T22,Gave Quest
190,93,2022-04-29T00,Completed Quest
118,177,2021-05-30T04,Completed Quest
118,268,2022-10-09T06,Completed Quest
97,151,2021-12-27T10,Gave Quest
190,32,2023-04-18T00,Gave Quest
167,56,2023-07-04T00,Completed Quest
7,157,2022-07-10T22,Completed Quest
94,303,2022-12-01T07,Completed Quest
44,283,2021-03-07T00,Completed Quest
115,186,2023-09-08T16,Completed Quest
72,300,2021-05-23T15,Gave Quest
173,337,2022-12-14T07,Completed Quest
106,228,2021-10-13T10,Completed Quest
82,202,2023-04-09T04,Completed Quest
121,334,2021-02-10T13,Completed Quest
32,93,2021-11-02T03,Completed Quest
123,305,2021-03-15T09,Completed Quest
28,139,2021-10-08T13,Gave Quest
106,228,2021-09-19T01,Completed Quest
42,208,2021-07-28T19,Completed Quest
87,151,2023-06-24T19,Gave Quest
175,18,2022-05-21T19,Gave Quest
49,291,2021-06-06T20,Completed Quest
47,228,2023-04-25T18,Gave Quest
152,252,2022-06-20T08,Completed Quest
176,245,2023-09-02T09,Gave Quest
190,258,2022-02-08T06,Completed Quest
69,165,2023-05-05T11,Gave Quest
92,231,2022-02-22T21,Gave Quest
75,114,2023-05-28T04,Completed Quest
7,283,2023-04-18T22,Gave Quest
21,266,2022-10-10T13,Completed Quest
175,124,2023-02-19T06,Completed Quest
2,112,2022-02-20T07,Gave Quest
82,29,2022-11-13T07,Completed Quest
32,157,2022-02-22T01,Completed Quest
137,224,2021-12-20T20,Completed Quest
118,114,2022-04-18T00,Gave Quest
138,99,2022-03-27T16,Completed Quest
188,189,2021-03-14T05,Gave Quest
22,173,2022-11-14T16,Completed Quest
190,44,2022-10-09T08,Gave Quest
46,264,2023-02-03T18,Gave Quest
13,105,2023-04-10T11,Gave Quest
187,8,2022-06-29T20,Completed Quest
168,242,2021-11-30T15,Gave Quest
38,241,2021-03-31T12,Completed Quest
184,53,2022-09-12T17,Gave Quest
46,44,2023-04-18T12,Gave Quest
159,189,2021-08-09T03,Gave Quest
144,58,2022-07-19T06,Gave Quest
100,102,2022-04-28T14,Gave Quest
25,189,2023-09-02T16,Gave Quest
29,202,2023-08-10T05,Completed Quest
168,196,2022-07-04T03,Gave Quest
61,173,2021-05-10T21,Completed Quest
83,291,2022-11-27T04,Completed Quest
120,157,2022-03-19T01,Completed Quest
126,307,2022-05-17T02,Completed Quest
94,59,2021-02-22T10,Completed Quest
148,159,2022-05-23T21,Gave Quest
38,330,2021-01-11T15,Gave Quest
113,108,2022-04-09T05,Gave Quest
11,282,2021-09-19T23,Gave Quest
129,213,2022-03-19T16,Gave Quest
46,219,2022-08-18T13,Gave Quest
52,260,2023-05-19T12,Completed Quest
187,324,2021-09-21T02,Completed Quest
38,291,2022-12-15T16,Gave Quest
82,179,2021-03-11T23,Gave Quest
149,90,2023-08-30T08,Gave Quest
106,12,2021-01-20T12,Completed Quest
115,324,2023-07-27T06,Gave Quest
152,129,2023-05-08T13,Completed Quest
106,301,2022-09-28T21,Completed Quest
38,288,2022-03-28T07,Gave Quest
48,228,2023-07-20T12,Completed Quest
148,133,2022-10-22T10,Completed Quest
96,74,2022-09-29T11,Gave Quest
118,199,2022-05-28T00,Completed Quest
129,161,2021-12-04T08,Completed Quest
87,242,2022-09-12T04,Completed Quest
60,150,2023-03-27T17,Completed Quest
44,93,2022-08-05T06,Gave Quest
44,228,2023-07-04T11,Gave Quest
40,35,2023-02-20T21,Completed Quest
129,279,2022-11-05T21,Gave Quest
13,35,2021-03-23T19,Gave Quest
176,321,2023-04-12T14,Completed Quest
83,191,2021-11-09T08,Gave Quest
93,90,2021-07-24T22,Gave Quest
159,210,2023-02-01T15,Completed Quest
126,211,2023-02-23T18,Completed Quest
164,194,2021-11-01T06,Completed Quest
149,126,2023-03-03T13,Completed Quest
82,48,2023-08-20T15,Gave Quest
104,189,2021-02-06T02,Gave Quest
48,322,2021-08-06T10,Gave Quest
175,102,2022-01-24T18,Gave Quest
187,65,2021-11-07T16,Completed Quest
36,56,2022-04-01T02,Completed Quest
173,303,2021-06-15T15,Gave Quest
126,116,2021-08-03T01,Completed Quest
119,15,2023-07-14T07,Completed Quest
54,282,2022-04-26T13,Gave Quest
118,177,2023-01-28T22,Gave Quest
113,254,2022-12-25T21,Completed Quest
18,77,2023-09-12T09,Gave Quest
182,8,2021-01-23T20,Gave Quest
113,260,2021-05-26T14,Gave Quest
27,285,2021-10-09T23,Completed Quest
182,12,2022-09-27T16,Completed Quest
188,340,2021-11-16T22,Completed Quest
102,170,2021-05-27T09,Completed Quest
28,213,2022-05-24T13,Completed Quest
2,301,2022-10-05T14,Gave Quest
47,16,2021-11-30T08,Completed Quest
176,291,2022-12-29T22,Gave Quest
179,71,2021-08-17T07,Gave Quest
36,162,2021-07-15T21,Gave Quest
187,31,2021-09-03T22,Completed Quest
87,31,2022-07-10T00,Gave Quest
56,210,2023-06-05T14,Gave Quest
164,131,2022-02-03T18,Gave Quest
2,208,2023-02-21T22,Completed Quest
18,305,2023-08-24T17,Gave Quest
80,219,2021-12-21T07,Gave Quest
13,84,2021-02-09T19,Gave Quest
85,3,2022-10-02T18,Gave Quest
36,86,2021-02-23T10,Completed Quest
194,99,2021-08-23T00,Gave Quest
30,346,2021-06-23T22,Gave Quest
15,234,2023-07-02T17,Gave Quest
38,294,2023-05-04T19,Completed Quest
120,349,2023-06-23T01,Completed Quest
66,300,2023-04-06T14,Completed Quest
7,174,2023-03-03T14,Gave Quest
48,152,2022-07-17T04,Gave Quest
93,173,2023-07-05T00,Gave Quest
8,108,2022-05-08T17,Completed Quest
167,301,2022-08-04T19,Gave Quest
171,139,2023-01-23T19,Gave Quest
58,305,2022-05-10T02,Gave Quest
22,3,2023-07-18T23,Gave Quest
90,65,2021-12-04T06,Completed Quest
173,256,2023-03-15T16,Completed Quest
123,102,2021-12-10T21,Gave Quest
15,330,2021-10-24T18,Completed Quest
30,204,2022-12-29T10,Completed Quest
179,159,2021-07-07T20,Completed Quest
40,51,2022-10-10T13,Completed Quest
126,108,2021-11-24T23,Completed Quest
30,129,2022-09-21T10,Gave Quest
121,271,2021-08-12T02,Completed Quest
25,321,2022-05-14T12,Completed Quest
141,32,2021-01-25T07,Completed Quest
119,85,2022-07-08T08,Gave Quest
85,213,2023-02-26T12,Completed Quest
132,62,2022-05-15T04,Gave Quest
107,340,2022-10-07T04,Completed Quest
168,64,2021-06-08T12,Gave Quest
25,119,2021-06-02T07,Completed Quest
115,305,2023-05-12T19,Gave Quest
168,245,2021-09-28T08,Gave Quest
83,246,2022-03-20T19,Gave Quest
4,289,2021-12-02T01,Completed Quest
132,129,2021-08-10T03,Completed Quest
184,266,2022-10-15T23,Completed Quest
58,312,2022-06-19T23,Completed Quest
194,258,2023-02-25T10,Gave Quest
137,199,2023-05-14T23,Completed Quest
135,3,2022-04-18T01,Completed Quest
54,18,2023-01-28T20,Completed Quest
79,274,2022-05-14T00,Completed Quest
66,307,2022-09-13T14,Gave Quest
69,126,2022-11-25T18,Completed Quest
15,48,2022-07-14T16,Completed Quest
173,349,2022-01-19T16,Completed Quest
137,126,2022-05-15T01,Gave Quest
104,161,2023-03-27T15,Completed Quest
30,119,2023-02-21T14,Gave Quest
129,65,2022-03-28T14,Completed Quest
164,202,2021-12-11T22,Completed Quest
28,277,2023-08-20T02,Completed Quest
152,93,2021-05-12T18,Completed Quest
113,266,2023-04-28T21,Completed Quest
87,217,2021-02-26T23,Gave Quest
190,23,2022-03-26T01,Gave Quest
21,261,2022-12-17T21,Completed Quest
156,303,2021-05-11T07,Gave Quest
121,333,2022-07-22T04,Completed Quest
2,151,2022-07-11T18,Completed Quest
90,96,2023-04-04T20,Gave Quest
49,249,2023-08-06T07,Gave Quest
119,170,2021-07-16T22,Gave Quest
30,274,2021-03-25T20,Completed Quest
79,330,2021-07-30T00,Completed Quest
22,277,2022-03-17T02,Completed Quest
110,249,2021-07-19T23,Gave Quest
66,146,2022-12-16T16,Completed Quest
56,173,2021-09-07T19,Gave Quest
126,288,2021-01-25T05,Completed Quest
159,337,2021-04-04T22,Gave Quest
176,322,2021-02-07T12,Completed Quest
25,40,2022-12-16T17,Gave Quest
61,139,2021-06-22T03,Completed Quest
190,258,2021-04-16T15,Gave Quest
146,40,2021-02-01T02,Gave Quest
173,305,2022-07-22T21,Gave Quest
184,56,2021-02-19T16,Completed Quest
56,208,2022-07-12T17,Gave Quest
173,333,2023-07-01T22,Completed Quest
61,65,2022-05-29T18,Gave Quest
118,327,2022-06-14T14,Gave Quest
194,161,2023-08-02T16,Completed Quest
118,316,2021-05-14T13,Completed Quest
106,228,2022-03-30T17,Completed Quest
144,8,2021-10-25T03,Completed Quest
184,105,2023-08-21T06,Completed Quest
106,116,2022-12-09T18,Gave Quest
7,236,2022-10-10T19,Gave Quest
156,152,2021-09-04T01,Gave Quest
191,202,2022-12-25T10,Completed Quest
182,51,2022-10-17T11,Gave Quest
77,155,2021-08-18T14,Completed Quest
113,84,2022-10-26T06,Completed Quest
72,300,2022-05-07T08,Gave Quest
113,102,2021-06-24T15,Completed Quest
106,180,2021-07-29T08,Completed Quest
90,283,2022-08-08T09,Completed Quest
152,289,2021-11-20T03,Completed Quest
184,303,2021-10-05T04,Completed Quest
168,317,2021-11-14T06,Completed Quest
93,278,2022-12-02T02,Gave Quest
132,35,2021-07-14T20,Gave Quest
155,191,2023-01-08T07,Gave Quest
194,322,2023-06-10T15,Gave Quest
80,121,2022-12-27T12,Completed Quest
92,346,2023-07-04T01,Completed Quest
115,285,2021-01-28T00,Completed Quest
15,340,2022-07-01T05,Gave Quest
97,32,2022-08-23T10,Gave Quest
4,26,2023-02-12T11,Completed Quest
18,112,2022-02-05T22,Completed Quest
164,150,2022-03-18T07,Completed Quest
149,18,2022-10-11T07,Gave Quest
94,322,2021-04-02T13,Gave Quest
159,271,2023-05-22T22,Completed Quest
8,285,2021-03-22T15,Completed Quest
52,100,2022-12-11T13,Completed Quest
92,187,2023-01-21T04,Gave Quest
167,277,2022-12-30T13,Gave Quest
94,150,2021-09-02T14,Completed Quest
13,173,2022-12-27T04,Gave Quest
61,31,2023-01-14T07,Gave Quest
110,116,2022-06-06T10,Completed Quest
100,303,2023-02-28T11,Completed Quest
129,231,2022-12-28T01,Completed Quest
38,114,2022-11-25T12,Completed Quest
191,9,2021-12-02T05,Gave Quest
21,340,2022-01-18T02,Gave Quest
102,238,2022-11-23T07,Completed Quest
52,92,2022-05-09T11,Gave Quest
85,147,2022-06-12T21,Gave Quest
54,15,2022-09-27T06,Completed Quest
7,92,2021-01-21T22,Gave Quest
123,119,2022-06-03T21,Gave Quest
92,93,2021-05-28T19,Gave Quest
77,79,2021-10-18T06,Gave Quest
194,337,2022-07-10T09,Gave Quest
52,32,2022-01-05T16,Gave Quest
35,183,2023-03-02T09,Completed Quest
107,152,2021-03-08T14,Completed Quest
118,246,2022-03-27T11,Completed Quest
80,12,2022-08-25T09,Gave Quest
35,225,2021-05-06T17,Completed Quest
184,90,2022-08-11T10,Gave Quest
40,208,2022-10-28T20,Gave Quest
83,68,2023-08-01T07,Completed Quest
18,64,2021-02-05T21,Gave Quest
115,222,2022-11-21T22,Completed Quest
60,340,2021-11-20T19,Gave Quest
120,196,2022-05-20T01,Gave Quest
93,82,2022-12-24T22,Gave Quest
187,15,2021-10-26T06,Gave Quest
161,82,2023-08-22T16,Completed Quest
175,142,2022-11-27T19,Completed Quest
161,23,2023-05-31T08,Gave Quest
32,285,2021-10-15T15,Gave Quest
149,142,2021-02-13T17,Completed Quest
137,124,2022-08-19T12,Completed Quest
129,143,2022-07-08T19,Gave Quest
135,339,2022-05-03T10,Completed Quest
48,100,2023-07-08T17,Completed Quest
167,58,2021-11-27T14,Completed Quest
184,241,2023-06-16T10,Completed Quest
194,40,2023-05-06T17,Gave Quest
75,279,2023-01-28T16,Completed Quest
191,124,2022-11-18T20,Gave Quest
187,231,2022-05-16T03,Completed Quest
18,31,2022-03-03T15,Gave Quest
22,258,2023-03-01T06,Gave Quest
29,225,2023-04-01T14,Completed Quest
159,16,2021-03-07T03,Gave Quest
110,86,2023-03-18T11,Gave Quest
175,112,2022-05-08T21,Completed Quest
97,125,2023-05-18T08,Completed Quest
146,102,2022-07-13T06,Gave Quest
115,125,2023-03-18T05,Gave Quest
42,147,2022-05-20T09,Completed Quest
61,346,2022-06-16T20,Gave Quest
187,196,2021-08-14T01,Completed Quest
44,79,2021-04-07T10,Gave Quest
80,225,2021-07-27T06,Completed Quest
44,143,2023-03-15T21,Completed Quest
56,142,2021-06-14T05,Gave Quest
120,87,2021-12-27T11,Gave Quest
135,260,2023-08-31T08,Completed Quest
97,51,2023-06-25T17,Completed Quest
171,8,2022-09-27T13,Gave Quest
146,189,2023-03-29T07,Gave Quest
30,260,2021-02-12T11,Gave Quest
18,150,2023-03-07T13,Completed Quest
104,321,2023-03-05T14,Gave Quest
106,100,2021-04-25T22,Completed Quest
104,217,2022-05-26T21,Completed Quest
92,82,2022-07-02T18,Gave Quest
194,162,2023-07-24T16,Completed Quest
85,231,2023-02-23T14,Completed Quest
30,146,2022-05-10T14,Gave Quest
8,333,2022-08-31T18,Gave Quest
7,228,2022-03-24T06,Gave Quest
85,53,2021-08-03T14,Gave Quest
91,167,2021-07-31T18,Completed Quest
144,318,2022-04-25T10,Gave Quest
36,68,2022-02-08T04,Gave Quest
141,225,2022-04-04T06,Completed Quest
149,87,2022-02-22T20,Gave Quest
104,236,2022-03-25T08,Completed Quest
113,261,2022-10-21T06,Gave Quest
72,26,2023-04-22T03,Completed Quest
172,252,2021-12-14T22,Gave Quest
2,142,2023-03-22T02,Completed Quest
29,167,2021-02-17T03,Gave Quest
156,317,2023-08-13T12,Gave Quest
8,204,2022-10-07T18,Completed Quest
179,90,2023-06-25T05,Gave Quest
152,68,2021-10-19T14,Gave Quest
104,216,2022-08-03T07,Gave Quest
100,309,2022-01-22T05,Gave Quest
190,85,2022-02-28T20,Completed Quest
190,147,2021-03-07T06,Completed Quest
184,43,2021-02-27T22,Gave Quest
90,278,2023-08-03T11,Gave Quest
47,161,2021-11-14T23,Gave Quest
21,58,2021-04-02T07,Gave Quest
85,297,2022-05-21T08,Completed Quest
115,114,2023-02-24T01,Gave Quest
90,139,2023-05-08T01,Completed Quest
46,258,2021-06-12T14,Gave Quest
179,59,2023-08-17T23,Gave Quest
96,217,2023-01-24T03,Gave Quest
155,167,2021-11-03T03,Completed Quest
119,102,2023-05-19T10,Completed Quest
155,211,2022-01-08T14,Completed Quest
40,334,2021-04-04T21,Completed Quest
52,266,2021-03-31T03,Completed Quest
167,167,2021-09-21T11,Gave Quest
79,99,2022-11-18T04,Gave Quest
32,16,2021-06-26T20,Gave Quest
28,74,2023-02-06T15,Completed Quest
194,225,2022-02-27T05,Gave Quest
190,85,2021-11-06T06,Completed Quest
15,346,2023-05-14T21,Completed Quest
176,303,2021-12-21T19,Completed Quest
48,241,2021-11-11T20,Completed Quest
87,278,2022-01-31T22,Gave Quest
80,125,2021-01-03T14,Gave Quest
64,282,2021-09-29T17,Completed Quest
175,86,2022-03-05T12,Completed Quest
22,165,2021-08-21T15,Completed Quest
7,305,2021-06-19T07,Gave Quest
97,121,2023-08-04T16,Gave Quest
100,264,2022-06-30T04,Gave Quest
40,284,2021-02-27T16,Completed Quest
79,333,2022-01-11T00,Gave Quest
44,26,2021-06-17T12,Gave Quest
35,277,2021-06-28T03,Gave Quest
179,234,2023-01-02T16,Gave Quest
46,260,2023-06-09T12,Completed Quest
132,121,2023-04-22T07,Gave Quest
176,346,2022-03-27T01,Gave Quest
93,278,2022-03-14T20,Gave Quest
106,303,2022-07-17T09,Completed Quest
172,65,2022-02-21T03,Completed Quest
66,68,2021-01-27T04,Completed Quest
115,330,2023-02-01T17,Completed Quest
90,146,2022-11-27T08,Gave Quest
77,187,2021-08-03T18,Gave Quest
110,105,2021-12-02T16,Gave Quest
172,317,2023-01-14T20,Gave Quest
188,44,2021-04-04T07,Gave Quest
155,189,2022-12-18T16,Completed Quest
107,333,2022-04-15T01,Completed Quest
97,9,2022-07-27T02,Gave Quest
190,343,2021-02-05T22,Completed Quest
100,277,2023-05-28T23,Gave Quest
90,86,2021-06-30T21,Gave Quest
47,126,2023-04-29T22,Completed Quest
182,216,2023-08-22T02,Completed Quest
77,349,2023-05-17T11,Completed Quest
161,285,2021-11-30T12,Completed Quest
182,125,2021-05-26T22,Gave Quest
32,133,2023-09-07T15,Gave Quest
83,322,2022-06-13T17,Gave Quest
144,109,2022-02-03T22,Completed Quest
7,291,2023-04-05T05,Completed Quest
118,315,2023-09-08T15,Completed Quest
129,31,2023-02-26T13,Gave Quest
47,44,2022-08-02T22,Gave Quest
110,108,2022-03-11T19,Completed Quest
168,284,2021-01-09T19,Completed Quest
135,102,2023-05-01T22,Completed Quest
69,79,2022-06-24T15,Gave Quest
87,274,2022-04-26T01,Gave Quest
144,236,2022-09-11T02,Gave Quest
100,46,2021-05-22T18,Gave Quest
87,15,2021-08-16T18,Completed Quest
69,155,2021-04-24T14,Gave Quest
79,256,2023-08-10T10,Completed Quest
15,43,2021-02-05T04,Completed Quest
35,241,2021-08-19T07,Completed Quest
35,53,2022-04-04T17,Completed Quest
164,23,2022-05-15T02,Gave Quest
104,260,2021-06-10T05,Completed Quest
113,151,2023-03-31T01,Gave Quest
28,161,2021-08-12T03,Gave Quest
36,288,2022-10-20T18,Gave Quest
106,199,2022-12-14T10,Gave Quest
80,114,2021-09-25T05,Gave Quest
11,284,2021-11-20T19,Gave Quest
159,307,2022-08-01T22,Completed Quest
7,150,2022-09-22T09,Gave Quest
92,179,2023-01-09T09,Completed Quest
120,136,2021-06-20T14,Completed Quest
48,23,2023-01-22T04,Gave Quest
110,77,2021-07-28T05,Gave Quest
191,105,2021-08-12T20,Completed Quest
164,90,2022-01-25T12,Gave Quest
11,252,2021-04-05T11,Completed Quest
182,254,2021-11-09T04,Completed Quest
155,202,2022-01-30T20,Completed Quest
25,155,2021-09-04T18,Completed Quest
42,40,2022-01-31T07,Completed Quest
13,327,2023-01-30T10,Completed Quest
36,346,2021-05-07T01,Gave Quest
72,208,2022-09-17T11,Completed Quest
188,318,2023-06-08T01,Gave Quest
179,268,2021-10-01T02,Gave Quest
42,179,2023-02-02T19,Gave Quest
85,279,2022-11-10T01,Completed Quest
82,145,2021-07-07T20,Completed Quest
90,307,2021-09-08T08,Gave Quest
21,330,2022-02-12T00,Completed Quest
148,315,2021-09-05T18,Completed Quest
72,334,2022-01-07T11,Completed Quest
182,217,2022-11-01T11,Gave Quest
161,187,2021-09-08T14,Completed Quest
194,285,2023-01-06T21,Gave Quest
21,242,2021-11-26T16,Completed Quest
93,301,2022-06-06T21,Completed Quest
79,29,2021-07-31T07,Gave Quest
42,174,2023-09-06T12,Completed Quest
187,317,2023-06-07T10,Completed Quest
155,208,2022-02-23T04,Completed Quest
152,71,2022-03-09T13,Gave Quest
44,236,2021-06-29T19,Completed Quest
182,68,2022-03-02T23,Gave Quest
36,84,2022-12-01T21,Gave Quest
58,202,2022-08-08T02,Completed Quest
155,245,2021-09-24T12,Completed Quest
146,40,2021-04-22T09,Gave Quest
4,131,2022-06-29T19,Gave Quest
40,96,2021-07-08T09,Completed Quest
121,228,2022-01-01T13,Completed Quest
137,349,2021-07-05T15,Gave Quest
144,174,2022-03-21T10,Completed Quest
164,277,2023-06-28T06,Completed Quest
27,288,2021-07-01T00,Gave Quest
144,315,2022-12-06T02,Gave Quest
36,196,2021-08-29T13,Gave Quest
27,84,2022-09-11T22,Completed Quest
48,204,2022-03-29T17,Gave Quest
93,246,2022-07-25T03,Gave Quest
171,322,2021-04-08T14,Gave Quest
27,85,2021-10-08T18,Gave Quest
119,189,2022-12-01T09,Completed Quest
40,5,2022-07-11T06,Gave Quest
35,29,2023-04-24T14,Gave Quest
77,58,2023-04-30T07,Gave Quest
28,84,2021-05-08T09,Completed Quest
32,109,2021-10-21T09,Completed Quest
190,15,2022-07-29T01,Completed Quest
80,216,2021-04-03T03,Gave Quest
115,86,2021-04-06T17,Gave Quest
102,157,2023-07-12T12,Gave Quest
121,170,2021-11-18T12,Gave Quest
126,282,2023-06-22T12,Completed Quest
152,20,2023-06-28T17,Completed Quest
49,322,2022-06-18T23,Gave Quest
48,222,2021-05-22T19,Completed Quest
7,245,2021-03-17T06,Completed Quest
54,68,2021-10-11T00,Gave Quest
13,82,2023-07-30T00,Gave Quest
132,202,2022-01-14T07,Completed Quest
173,346,2021-07-15T06,Completed Quest
97,324,2021-11-28T21,Completed Quest
82,74,2022-04-16T08,Completed Quest
138,254,2022-08-03T19,Gave Quest
93,315,2021-10-31T02,Gave Quest
94,277,2022-07-18T01,Completed Quest
