character_id,npc_id,timestamp,value
80,38,2021-11-27T09,Sold To
127,23,2022-08-10T16,Ignored
93,82,2022-08-21T11,Fought
51,331,2022-11-22T20,Talked
150,12,2021-11-02T04,Fought
167,201,2021-05-07T02,Talked
84,214,2023-05-13T19,Bought From
15,85,2022-07-19T23,Ignored
54,181,2021-04-04T12,Bought From
170,95,2023-01-03T19,Sold To
40,198,2022-07-12T08,Ignored
5,143,2022-07-07T20,Talked
157,75,2021-07-08T04,Sold To
48,165,2022-10-01T17,Sold To
104,165,2022-11-15T09,Talked
16,162,2023-09-14T19,Sold To
78,143,2022-12-13T00,Ignored
157,280,2022-06-01T13,Sold To
178,295,2022-04-05T03,Fought
114,115,2022-07-18T15,Ignored
40,346,2022-12-22T16,Sold To
160,102,2023-02-22T09,Talked
147,55,2022-09-27T07,Fought
15,168,2023-08-19T10,Ignored
152,62,2021-11-30T20,Bought From
48,252,2023-03-28T10,Bought From
84,374,2022-05-30T20,Bought From
4,67,2021-12-29T15,Ignored
67,343,2023-08-15T03,Ignored
40,182,2022-07-12T18,Bought From
57,40,2021-05-13T17,Talked
88,375,2023-04-07T05,Bought From
95,230,2021-01-29T15,Bought From
67,214,2022-08-26T21,Talked
22,293,2021-05-03T19,Ignored
74,316,2022-03-23T11,Bought From
150,220,2021-06-10T15,Fought
4,91,2023-04-29T20,Talked
159,120,2022-01-06T13,Sold To
127,31,2022-10-24T11,Talked
80,151,2022-12-04T04,Fought
142,268,2023-04-28T17,Sold To
99,72,2022-08-10T16,Talked
15,370,2023-05-04T14,Talked
162,288,2023-05-19T00,Sold To
167,129,2022-11-02T19,Fought
157,20,2022-09-20T00,Sold To
103,325,2021-06-15T22,Bought From
46,389,2021-11-28T19,Bought From
138,297,2023-08-10T17,Bought From
152,193,2023-03-02T01,Bought From
34,168,2023-01-25T03,Talked
170,48,2022-02-23T04,Talked
98,257,2021-03-25T21,Talked
30,13,2023-03-23T14,Sold To
29,221,2021-06-19T19,Fought
57,377,2023-04-22T01,Fought
38,154,2023-01-09T02,Talked
86,56,2023-04-07T23,Talked
118,260,2021-07-18T08,Fought
33,263,2023-02-20T08,Bought From
140,202,2022-04-06T04,Talked
48,26,2023-01-08T05,Fought
97,28,2021-06-21T15,Fought
74,67,2021-01-12T08,Bought From
74,195,2021-02-28T06,Sold To
34,76,2021-06-23T23,Ignored
70,230,2022-08-06T06,Ignored
118,240,2022-03-09T16,Fought
138,187,2021-10-10T00,Ignored
128,320,2022-03-04T08,Ignored
153,297,2022-01-11T18,Talked
132,67,2022-11-24T02,Sold To
8,309,2023-05-12T23,Sold To
86,381,2021-03-29T05,Ignored
102,131,2021-02-03T21,Talked
157,108,2022-02-06T19,Sold To
124,235,2023-06-04T10,Sold To
108,293,2023-06-06T05,Sold To
89,151,2021-04-08T17,Talked
23,5,2021-03-30T05,Talked
121,331,2021-07-26T07,Bought From
146,233,2021-08-22T17,Ignored
170,106,2022-12-01T04,Bought From
137,331,2023-06-17T23,Sold To
99,127,2023-07-27T09,Sold To
127,246,2022-06-02T23,Fought
138,173,2021-05-04T11,Bought From
178,120,2023-06-21T04,Sold To
29,381,2023-07-05T06,Fought
4,221,2022-03-02T14,Sold To
108,249,2022-11-11T15,Talked
69,13,2021-01-24T20,Talked
70,195,2021-09-04T15,Talked
48,120,2022-07-23T12,Ignored
11,206,2021-09-18T02,Fought
35,360,2023-02-07T09,Talked
35,75,2021-05-15T16,Sold To
69,145,2021-12-23T05,Talked
180,79,2021-08-23T18,Fought
176,155,2021-05-28T10,Ignored
95,143,2021-11-04T20,Talked
128,265,2021-07-14T23,Bought From
146,206,2022-02-22T12,Sold To
97,80,2021-07-21T16,Bought From
146,143,2022-04-14T13,Bought From
88,283,2021-04-24T15,Fought
5,62,2023-05-14T02,Sold To
29,278,2021-08-30T02,Bought From
74,219,2022-04-05T04,Ignored
104,214,2021-01-04T11,Ignored
83,228,2023-01-17T01,Fought
178,34,2021-07-07T11,Talked
124,171,2022-08-21T12,Sold To
8,261,2022-05-08T12,Ignored
135,148,2022-03-20T16,Fought
114,334,2022-02-24T06,Sold To
88,360,2023-03-09T14,Sold To
91,43,2022-10-13T23,Ignored
170,115,2023-09-06T22,Talked
62,237,2021-03-21T18,Fought
142,23,2022-04-15T12,Talked
51,97,2022-05-16T07,Talked
83,91,2022-02-23T21,Bought From
73,366,2021-06-24T15,Sold To
142,91,2022-11-02T07,Sold To
14,88,2022-08-28T15,Fought
84,331,2022-11-11T17,Talked
70,9,2022-11-29T09,Ignored
160,331,2022-08-06T12,Fought
162,368,2022-09-25T12,Ignored
40,43,2022-08-11T21,Bought From
153,297,2022-03-24T13,Sold To
46,387,2022-12-25T18,Ignored
35,17,2023-01-18T22,Sold To
89,197,2021-01-27T19,Sold To
91,237,2021-05-23T13,Bought From
83,93,2022-07-17T08,Sold To
81,97,2023-07-14T18,Ignored
145,329,2022-03-10T13,Bought From
177,127,2022-09-20T12,Fought
46,122,2022-05-31T00,Talked
140,72,2023-06-06T13,Sold To
44,2,2023-06-24T01,Fought
22,351,2021-04-19T22,Talked
178,8,2021-12-28T11,Bought From
112,375,2022-10-24T21,Sold To
132,249,2022-03-16T11,Talked
145,211,2021-08-13T16,Ignored
153,320,2023-06-24T02,Ignored
11,80,2021-06-17T23,Ignored
104,322,2022-07-06T20,Talked
38,162,2022-12-15T20,Fought
60,309,2022-12-03T12,Talked
104,203,2021-08-15T15,Ignored
29,275,2022-07-24T01,Bought From
98,102,2021-01-10T01,Fought
127,228,2022-09-28T01,Bought From
152,187,2021-03-12T18,Fought
176,368,2022-07-13T06,Sold To
78,118,2022-02-09T15,Ignored
147,193,2022-04-12T12,Fought
99,151,2022-09-26T00,Talked
138,118,2023-04-28T20,Talked
11,122,2021-11-23T19,Ignored
135,2,2022-01-07T18,Bought From
73,245,2023-02-11T07,Bought From
23,304,2021-04-15T06,Bought From
93,359,2023-03-17T09,Bought From
91,359,2022-10-06T00,Ignored
97,34,2022-10-19T00,Ignored
98,203,2022-12-10T22,Fought
62,277,2023-07-08T11,Ignored
74,212,2021-08-01T12,Talked
129,106,2022-05-02T16,Sold To
60,252,2022-04-28T21,Fought
178,270,2023-02-14T22,Ignored
178,61,2021-11-30T20,Ignored
127,64,2022-12-10T02,Ignored
35,337,2022-03-22T11,Ignored
54,219,2021-09-25T07,Ignored
26,151,2022-08-12T20,Ignored
65,59,2022-12-07T01,Ignored
127,261,2022-05-15T08,Sold To
81,46,2022-08-31T20,Sold To
60,341,2022-04-14T12,Talked
70,124,2021-10-06T16,Sold To
67,12,2023-01-20T14,Ignored
54,34,2021-03-06T15,Ignored
78,140,2021-12-01T21,Bought From
112,193,2021-06-15T05,Ignored
104,8,2022-11-04T18,Ignored
104,252,2023-07-14T02,Talked
102,289,2023-09-07T03,Ignored
100,309,2022-11-06T14,Ignored
173,202,2021-01-03T03,Ignored
86,265,2023-06-10T13,Sold To
132,161,2023-05-12T04,Fought
22,263,2023-09-01T00,Ignored
178,34,2021-08-04T14,Talked
178,361,2021-05-14T16,Sold To
60,2,2022-02-13T19,Sold To
78,225,2022-10-12T18,Fought
88,91,2021-03-28T15,Sold To
167,387,2022-05-25T13,Ignored
19,2,2021-03-25T19,Bought From
135,138,2022-03-11T22,Ignored
116,102,2021-07-09T03,Bought From
108,214,2022-08-28T16,Sold To
51,72,2022-08-18T20,Talked
11,351,2022-07-17T03,Fought
170,72,2021-02-13T09,Bought From
129,248,2023-03-29T10,Fought
129,326,2021-02-01T01,Fought
95,31,2022-01-15T04,Talked
146,357,2022-10-28T02,Talked
8,80,2022-12-29T02,Talked
16,91,2022-12-21T16,Talked
132,249,2021-11-12T15,Fought
16,80,2023-01-07T18,Talked
88,375,2022-07-22T10,Talked
16,257,2022-01-29T00,Talked
127,115,2022-07-03T06,Ignored
114,161,2022-04-17T02,Ignored
140,95,2023-03-31T00,Sold To
30,233,2021-04-02T03,Sold To
73,96,2021-02-27T18,Bought From
54,96,2022-06-29T09,Fought
64,181,2021-03-05T22,Sold To
5,325,2022-01-30T20,Sold To
142,222,2022-01-29T15,Ignored
34,334,2021-10-04T23,Ignored
156,214,2023-08-05T22,Ignored
51,148,2023-08-30T12,Fought
142,261,2021-09-25T23,Talked
16,62,2021-10-12T12,Talked
111,12,2022-08-22T01,Ignored
95,151,2021-07-01T19,Ignored
98,375,2021-04-12T01,Fought
159,145,2021-04-02T03,Sold To
137,176,2021-05-12T14,Fought
60,348,2022-10-31T21,Fought
102,106,2021-05-13T06,Ignored
147,198,2022-08-06T10,Ignored
65,354,2021-12-18T01,Ignored
57,297,2021-01-26T14,Sold To
46,52,2023-06-08T18,Sold To
70,280,2023-05-19T20,Bought From
48,159,2023-01-13T09,Talked
34,207,2022-03-10T12,Sold To
145,347,2021-10-02T16,Sold To
14,381,2022-01-11T22,Sold To
8,189,2023-07-18T23,Bought From
177,214,2021-03-14T11,Sold To
167,222,2022-04-11T15,Bought From
102,309,2022-10-21T20,Fought
159,263,2021-02-13T08,Sold To
150,105,2023-05-31T05,Ignored
74,176,2021-02-23T16,Bought From
19,193,2022-09-21T06,Fought
137,377,2021-03-18T18,Bought From
8,193,2023-07-27T08,Sold To
121,219,2022-04-07T19,Fought
93,182,2023-08-06T08,Sold To
54,297,2022-01-21T04,Talked
121,34,2023-04-05T04,Ignored
38,222,2023-05-10T00,Talked
30,254,2022-12-09T13,Fought
102,259,2021-09-26T09,Ignored
6,26,2021-07-06T03,Talked
65,181,2021-09-30T14,Ignored
121,48,2021-04-16T08,Sold To
83,320,2021-11-07T09,Bought From
15,360,2023-08-15T06,Sold To
69,8,2021-09-12T13,Fought
118,237,2022-03-29T08,Fought
98,384,2021-10-07T03,Fought
80,201,2023-08-27T07,Talked
84,374,2022-05-06T08,Sold To
44,67,2021-02-11T14,Bought From
62,49,2021-11-10T04,Bought From
29,157,2021-11-02T22,Talked
33,301,2021-12-31T22,Fought
140,102,2022-07-27T20,Bought From
183,22,2021-11-04T12,Bought From
46,347,2021-05-16T01,Ignored
112,159,2021-12-10T06,Ignored
29,124,2023-03-29T02,Ignored
95,351,2022-11-27T20,Sold To
46,26,2023-05-02T04,Sold To
102,79,2022-09-04T01,Bought From
167,46,2022-07-29T23,Fought
76,307,2023-07-19T06,Sold To
137,157,2023-06-23T01,Ignored
138,148,2023-08-13T06,Bought From
124,162,2021-08-23T07,Bought From
95,300,2022-03-25T08,Ignored
4,26,2022-12-02T11,Fought
35,8,2021-07-12T08,Sold To
81,191,2023-08-09T03,Fought
76,8,2023-05-28T08,Fought
93,36,2022-08-02T05,Bought From
157,90,2021-07-31T15,Bought From
100,265,2023-02-19T10,Sold To
54,2,2022-07-16T08,Talked
156,28,2022-05-28T16,Bought From
128,100,2023-09-14T19,Ignored
106,135,2021-12-09T17,Bought From
4,261,2023-09-02T13,Ignored
137,135,2022-11-20T07,Bought From
54,354,2022-04-21T03,Bought From
162,272,2022-12-24T16,Sold To
173,20,2021-08-19T07,Sold To
76,127,2021-03-08T22,Ignored
114,233,2021-06-02T07,Fought
140,254,2023-01-22T01,Fought
40,259,2023-02-23T11,Bought From
89,384,2023-01-20T10,Sold To
80,207,2022-06-30T10,Fought
91,384,2022-12-14T10,Fought
35,360,2023-02-11T02,Bought From
144,76,2022-10-22T22,Talked
146,70,2021-07-17T21,Talked
69,360,2022-08-05T21,Fought
108,381,2021-05-24T16,Ignored
112,389,2022-02-03T12,Fought
80,338,2022-03-18T20,Talked
89,26,2021-12-03T19,Ignored
177,114,2022-11-25T16,Sold To
157,278,2023-09-10T18,Talked
89,249,2023-06-08T02,Fought
170,361,2021-07-15T18,Ignored
48,228,2023-06-20T04,Talked
144,350,2022-07-23T08,Ignored
23,316,2023-02-14T12,Bought From
16,17,2022-03-02T03,Ignored
128,9,2023-01-25T16,Ignored
124,159,2022-05-02T08,Ignored
177,138,2022-06-25T14,Sold To
93,155,2021-10-19T18,Sold To
100,331,2021-05-17T07,Fought
6,91,2021-05-03T15,Bought From
30,302,2021-10-17T21,Sold To
165,106,2022-05-02T12,Fought
8,176,2021-10-14T09,Bought From
88,206,2021-05-20T06,Bought From
83,304,2022-09-20T06,Fought
19,370,2023-08-28T20,Fought
16,225,2021-09-18T08,Fought
159,288,2022-06-20T13,Bought From
16,244,2023-09-06T09,Talked
152,12,2021-06-13T10,Sold To
65,67,2021-12-25T13,Talked
35,148,2023-03-29T06,Talked
152,88,2022-06-27T04,Fought
19,70,2021-02-08T19,Bought From
43,38,2023-03-06T20,Talked
124,23,2022-08-04T02,Bought From
70,286,2023-08-18T16,Bought From
74,228,2022-09-14T09,Bought From
40,13,2021-06-18T02,Talked
102,373,2021-05-31T17,Fought
80,2,2023-01-10T03,Fought
93,151,2022-02-23T18,Talked
140,259,2021-01-22T23,Talked
121,207,2021-01-29T15,Sold To
121,40,2022-05-17T10,Sold To
69,283,2023-04-10T16,Sold To
64,223,2023-05-29T02,Bought From
114,364,2022-01-07T11,Bought From
93,201,2021-11-02T16,Bought From
74,165,2021-09-05T07,Bought From
16,201,2021-12-22T14,Fought
156,168,2023-02-27T18,Fought
22,108,2021-11-16T11,Fought
73,195,2022-12-23T06,Talked
114,56,2022-01-06T02,Fought
29,222,2021-01-13T05,Sold To
4,206,2022-04-11T20,Talked
63,322,2022-10-12T21,Sold To
156,105,2021-03-25T19,Sold To
173,292,2021-02-23T17,Sold To
121,100,2022-10-07T03,Bought From
65,168,2022-11-05T01,Fought
83,300,2023-01-16T02,Fought
153,370,2023-02-15T07,Talked
144,252,2021-12-29T23,Sold To
177,384,2023-05-16T03,Bought From
111,106,2022-06-12T12,Bought From
1,268,2021-05-05T16,Ignored
73,82,2023-07-06T23,Talked
23,325,2022-07-06T09,Sold To
23,189,2023-01-16T09,Talked
73,157,2022-03-31T21,Ignored
19,346,2022-05-13T10,Ignored
40,62,2021-10-25T18,Sold To
118,233,2021-05-27T15,Talked
156,244,2021-12-06T16,Bought From
51,146,2022-10-29T03,Ignored
176,346,2023-04-19T07,Bought From
81,221,2022-06-15T09,Bought From
118,36,2021-02-28T22,Bought From
81,134,2023-03-18T19,Sold To
34,203,2021-08-11T12,Talked
146,49,2023-07-13T11,Sold To
62,85,2022-05-20T23,Sold To
35,263,2022-09-05T23,Talked
138,120,2021-10-22T15,Talked
145,159,2022-07-15T19,Bought From
116,106,2023-08-23T00,Bought From
160,265,2022-05-26T13,Fought
176,97,2022-08-06T14,Fought
74,155,2023-05-13T14,Ignored
60,277,2021-07-31T21,Sold To
83,80,2023-01-14T19,Bought From
132,357,2023-07-08T19,Bought From
88,207,2022-01-19T12,Talked
33,377,2023-05-19T14,Fought
46,176,2022-04-24T00,Sold To
114,245,2021-01-08T00,Bought From
57,67,2021-01-30T15,Fought
70,191,2022-01-19T02,Ignored
127,297,2021-04-22T06,Bought From
167,222,2021-07-14T22,Sold To
70,334,2023-05-09T22,Fought
64,120,2022-07-27T04,Talked
33,154,2022-02-26T11,Sold To
46,124,2021-02-14T18,Fought
162,70,2021-09-15T03,Talked
103,187,2022-02-24T20,Ignored
22,145,2021-11-06T02,Fought
43,368,2023-07-18T15,Bought From
178,154,2022-11-04T18,Ignored
167,263,2023-03-20T01,Sold To
86,286,2023-04-08T02,Fought
102,80,2021-02-04T16,Bought From
44,237,2023-01-12T09,Talked
78,181,2021-11-15T06,Fought
91,88,2022-09-15T04,Ignored
70,97,2022-09-28T03,Fought
44,245,2023-04-20T05,Talked
15,357,2023-02-23T04,Sold To
111,301,2023-03-06T16,Sold To
6,108,2021-11-09T04,Bought From
167,182,2022-03-25T12,Talked
180,127,2022-01-03T04,Sold To
150,34,2021-12-31T01,Ignored
178,233,2022-06-21T17,Fought
160,292,2021-05-23T16,Fought
8,122,2023-05-30T14,Fought
177,214,2023-02-01T13,Ignored
167,59,2021-05-20T09,Sold To
1,313,2021-07-31T03,Sold To
140,249,2021-12-26T09,Bought From
22,252,2022-10-02T06,Fought
4,35,2022-01-22T12,Talked
70,75,2022-12-22T02,Talked
65,146,2021-03-05T15,Fought
178,249,2021-03-15T23,Ignored
177,52,2022-09-25T13,Ignored
57,100,2021-09-26T22,Ignored
46,370,2021-02-03T22,Talked
51,254,2021-10-29T02,Sold To
81,329,2021-06-13T18,Talked
80,202,2022-11-23T22,Sold To
80,326,2023-07-10T01,Ignored
177,222,2022-09-28T16,Talked
22,162,2022-05-08T01,Talked
170,301,2021-09-08T19,Talked
22,228,2021-04-06T13,Talked
103,312,2022-03-20T22,Ignored
121,40,2022-02-11T04,Bought From
73,59,2022-09-25T01,Talked
111,195,2022-11-11T16,Bought From
65,72,2021-01-02T15,Fought
8,127,2022-02-01T15,Bought From
15,257,2021-10-24T05,Fought
98,13,2023-05-21T11,Talked
57,198,2022-07-19T23,Fought
146,134,2021-08-11T04,Bought From
132,105,2022-11-19T16,Talked
145,225,2023-06-01T09,Fought
114,374,2023-06-13T19,Bought From
78,207,2023-05-30T00,Ignored
95,182,2022-09-15T23,Talked
19,184,2022-04-15T22,Talked
23,43,2023-08-04T23,Bought From
88,322,2021-12-21T09,Talked
114,209,2023-06-28T20,Talked
138,302,2022-04-03T10,Sold To
138,387,2023-04-01T01,Sold To
99,36,2021-02-11T08,Fought
64,97,2021-12-30T18,Bought From
60,12,2022-07-28T10,Sold To
11,146,2022-02-13T04,Talked
106,309,2021-10-05T08,Talked
44,283,2023-03-13T20,Fought
156,187,2021-03-29T04,Talked
89,360,2023-07-08T02,Sold To
40,203,2022-06-18T05,Talked
84,375,2021-02-04T17,Ignored
83,322,2023-04-19T22,Bought From
135,277,2021-02-13T04,Bought From
150,108,2021-11-10T06,Fought
19,129,2023-03-13T19,Fought
160,8,2022-08-22T11,Fought
16,56,2023-03-24T18,Fought
74,5,2021-10-04T14,Ignored
162,197,2022-02-19T19,Fought
153,217,2021-08-08T08,Talked
132,265,2022-09-19T05,Bought From
22,325,2022-06-19T08,Fought
62,49,2021-04-05T22,Bought From
97,254,2021-08-23T01,Bought From
76,97,2022-01-22T23,Ignored
176,38,2022-10-04T15,Bought From
62,162,2023-07-10T23,Talked
118,189,2022-10-24T00,Ignored
140,28,2023-05-20T15,Fought
43,347,2023-07-26T03,Sold To
145,162,2023-06-06T14,Fought
80,304,2022-03-06T03,Bought From
160,95,2021-04-28T09,Bought From
14,173,2021-11-11T18,Ignored
180,219,2021-11-17T11,Ignored
150,349,2023-06-08T17,Sold To
124,114,2021-06-22T22,Bought From
178,143,2021-02-13T02,Fought
8,16,2022-10-03T10,Bought From
106,95,2022-11-25T05,Sold To
124,201,2023-01-29T17,Talked
14,193,2022-06-23T21,Fought
159,43,2021-01-17T01,Sold To
34,268,2021-05-03T11,Talked
44,272,2023-06-12T16,Talked
6,346,2021-04-07T10,Sold To
4,246,2023-07-14T17,Talked
83,179,2023-05-28T05,Talked
54,31,2022-09-27T06,Sold To
86,348,2022-04-21T04,Ignored
152,145,2022-03-02T04,Ignored
78,52,2023-05-04T17,Talked
118,146,2022-08-11T13,Fought
57,211,2023-04-30T17,Ignored
88,43,2023-07-16T04,Talked
89,248,2021-02-03T12,Sold To
152,97,2023-08-22T21,Bought From
54,182,2021-02-27T05,Fought
73,184,2023-01-22T10,Talked
43,124,2022-11-14T05,Ignored
98,249,2022-03-03T05,Fought
106,59,2021-05-27T02,Talked
35,354,2023-07-30T14,Sold To
160,301,2023-05-22T08,Sold To
128,140,2023-01-17T00,Ignored
157,387,2023-06-22T18,Bought From
111,263,2021-10-18T07,Ignored
170,288,2022-12-24T16,Talked
108,105,2022-09-21T23,Sold To
19,52,2022-08-11T06,Bought From
67,195,2022-05-30T17,Ignored
173,90,2022-03-16T08,Bought From
99,22,2021-08-22T04,Talked
6,326,2022-08-14T03,Sold To
111,316,2023-04-06T16,Sold To
63,322,2023-06-03T23,Ignored
5,206,2023-05-25T00,Sold To
173,212,2021-09-18T21,Talked
93,270,2021-05-29T21,Sold To
80,159,2022-03-23T20,Fought
183,338,2023-08-24T19,Ignored
129,75,2023-08-24T17,Talked
153,179,2022-11-15T02,Ignored
89,375,2022-02-10T14,Ignored
23,159,2022-12-09T08,Talked
67,346,2021-03-05T13,Talked
153,341,2022-02-23T20,Fought
160,364,2021-03-28T05,Fought
44,171,2021-05-29T01,Fought
22,329,2021-03-26T09,Bought From
97,151,2021-11-24T02,Fought
81,198,2022-02-21T05,Sold To
81,292,2022-11-17T09,Ignored
142,246,2022-06-21T16,Sold To
183,389,2022-01-07T01,Sold To
81,361,2021-11-15T22,Bought From
114,140,2023-02-07T14,Bought From
176,5,2023-05-23T15,Bought From
6,354,2021-09-11T08,Sold To
93,35,2023-04-12T08,Talked
16,265,2021-11-16T03,Fought
64,56,2023-04-02T14,Bought From
114,240,2021-04-11T16,Talked
167,13,2022-04-28T08,Ignored
157,230,2021-05-15T11,Bought From
167,90,2023-02-07T08,Fought
150,325,2022-05-31T01,Sold To
180,189,2022-07-14T09,Ignored
1,13,2023-06-06T17,Talked
146,307,2023-07-03T10,Ignored
86,214,2022-02-27T16,Talked
159,114,2023-09-13T19,Sold To
111,235,2022-07-10T16,Fought
8,135,2022-07-24T06,Ignored
104,36,2022-03-13T21,Talked
153,106,2023-07-26T02,Ignored
157,140,2023-04-03T22,Fought
43,171,2021-04-21T21,Sold To
140,115,2022-02-05T09,Fought
98,80,2021-12-14T12,Ignored
38,378,2023-01-16T07,Talked
165,228,2023-03-15T21,Talked
40,268,2022-09-13T23,Talked
14,38,2023-09-07T05,Talked
57,347,2021-07-26T18,Fought
69,182,2022-05-08T16,Sold To
142,13,2021-02-28T00,Talked
30,384,2021-02-01T04,Talked
100,217,2021-11-14T05,Sold To
60,43,2023-07-07T14,Ignored
165,179,2022-08-06T16,Sold To
178,354,2022-03-16T02,Bought From
70,67,2022-03-08T20,Fought
100,348,2023-02-28T21,Fought
112,350,2021-10-21T19,Talked
15,157,2021-03-22T21,Fought
170,278,2022-10-15T00,Fought
118,52,2023-08-28T18,Bought From
4,209,2021-08-23T07,Sold To
80,259,2023-08-31T17,Ignored
100,151,2022-09-21T11,Sold To
5,100,2021-04-23T15,Sold To
29,61,2021-05-03T09,Bought From
80,280,2022-05-17T13,Talked
64,85,2023-02-11T09,Sold To
178,141,2022-05-07T00,Fought
132,85,2023-04-17T12,Talked
30,237,2022-01-04T17,Bought From
67,76,2023-02-03T01,Talked
100,22,2021-01-29T14,Fought
30,168,2021-08-21T19,Bought From
4,159,2022-08-14T04,Sold To
165,320,2023-07-28T15,Fought
183,129,2022-04-05T02,Ignored
63,79,2023-06-13T15,Ignored
89,214,2021-09-16T04,Talked
152,111,2022-06-18T18,Sold To
11,354,2021-07-27T22,Talked
160,52,2022-01-08T16,Talked
70,270,2022-09-29T05,Fought
118,288,2022-08-01T18,Sold To
74,202,2023-03-07T14,Ignored
65,272,2021-07-29T13,Sold To
132,220,2022-01-26T08,Bought From
95,230,2021-11-30T18,Fought
38,2,2021-02-09T04,Talked
99,370,2021-02-20T05,Fought
46,13,2023-07-05T13,Talked
91,295,2022-12-24T22,Talked
156,165,2021-03-27T23,Fought
111,289,2023-04-21T13,Bought From
108,75,2022-04-02T17,Talked
152,187,2022-11-16T19,Talked
29,13,2023-07-30T02,Ignored
95,23,2021-01-22T21,Ignored
156,295,2022-09-20T10,Fought
70,207,2023-02-23T10,Talked
6,70,2021-12-29T14,Fought
128,189,2023-05-08T17,Bought From
51,100,2021-08-08T05,Fought
84,228,2021-10-30T05,Bought From
78,348,2022-07-18T20,Bought From
69,28,2022-06-13T06,Talked
1,286,2022-06-24T13,Sold To
152,280,2021-01-07T10,Talked
146,79,2022-10-25T08,Ignored
51,79,2022-06-25T17,Ignored
103,217,2022-01-20T19,Fought
23,64,2023-07-24T09,Bought From
95,244,2023-07-17T15,Fought
147,364,2023-04-19T04,Ignored
152,221,2023-04-20T17,Ignored
173,280,2022-05-06T23,Ignored
44,268,2021-08-02T18,Talked
97,233,2021-04-26T07,Sold To
100,268,2021-08-03T18,Fought
129,145,2021-03-11T08,Fought
76,270,2021-08-01T19,Ignored
84,173,2021-12-19T08,Bought From
5,373,2021-10-25T22,Talked
19,5,2022-01-05T01,Sold To
22,143,2022-11-03T01,Bought From
104,145,2023-02-01T06,Ignored
46,131,2021-05-12T17,Fought
69,364,2023-03-11T10,Bought From
63,12,2023-01-10T00,Talked
173,374,2021-10-22T20,Bought From
150,55,2022-09-08T16,Sold To
8,5,2021-10-06T08,Fought
150,146,2023-05-19T08,Sold To
22,220,2022-05-26T21,Ignored
54,370,2021-03-16T03,Ignored
78,96,2022-01-03T12,Bought From
156,91,2021-06-05T02,Sold To
165,151,2022-08-08T10,Talked
19,67,2021-10-28T06,Sold To
104,75,2021-11-03T15,Ignored
34,207,2022-07-01T20,Ignored
44,244,2022-08-10T18,Sold To
8,46,2021-06-29T12,Ignored
135,31,2021-08-25T04,Talked
69,350,2021-08-27T11,Sold To
106,17,2023-02-10T09,Ignored
74,55,2022-05-05T03,Bought From
76,245,2021-01-24T16,Ignored
129,8,2021-09-16T10,Talked
177,350,2021-10-05T08,Sold To
99,20,2022-05-10T20,Bought From
106,22,2023-07-25T14,Sold To
138,350,2022-10-04T09,Ignored
124,206,2022-12-28T17,Bought From
103,2,2021-04-03T04,Sold To
88,280,2022-07-16T23,Talked
167,373,2023-01-17T01,Sold To
22,359,2023-07-28T07,Bought From
160,374,2022-09-23T06,Sold To
93,220,2022-06-14T02,Ignored
63,12,2023-08-14T03,Sold To
142,270,2022-02-22T01,Sold To
67,343,2022-06-15T02,Sold To
14,384,2021-06-05T04,Fought
40,349,2022-05-05T07,Ignored
127,79,2022-04-30T03,Bought From
183,173,2023-07-11T21,Ignored
145,374,2022-09-03T17,Talked
140,111,2023-06-28T18,Ignored
98,2,2022-01-13T08,Ignored
159,82,2021-04-23T02,Bought From
140,16,2022-07-21T16,Talked
70,220,2023-02-22T01,Talked
157,265,2021-02-24T18,Ignored
124,90,2021-07-31T14,Fought
46,304,2022-09-19T19,Talked
100,374,2021-02-09T00,Ignored
97,377,2022-12-30T15,Bought From
38,348,2022-08-18T07,Talked
98,203,2023-02-12T21,Bought From
173,8,2022-06-05T04,Ignored
83,261,2022-03-12T19,Ignored
162,161,2022-08-03T04,Talked
147,52,2021-05-24T12,Ignored
43,278,2022-03-05T09,Sold To
88,61,2021-07-08T20,Bought From
162,43,2021-07-26T20,Bought From
65,257,2023-01-19T11,Sold To
156,286,2021-03-22T14,Bought From
102,389,2023-04-08T06,Ignored
159,173,2021-11-05T19,Bought From
162,31,2023-07-08T08,Fought
35,312,2022-02-08T05,Ignored
186,64,2022-01-06T14,Fought
50,111,2023-04-17T11,Fought
112,19,2023-03-31T14,Talked
157,101,2022-08-14T12,Bought From
186,114,2022-05-01T11,Sold To
36,93,2021-04-10T19,Sold To
173,36,2021-05-28T06,Talked
182,4,2021-03-07T09,Ignored
43,108,2021-06-09T07,Talked
68,67,2022-01-18T06,Talked
5,17,2022-07-25T01,Talked
155,115,2022-06-15T04,Sold To
65,48,2022-02-15T20,Ignored
192,21,2021-04-28T07,Fought
182,73,2023-03-03T07,Ignored
28,4,2022-05-30T16,Fought
169,33,2021-09-03T10,Sold To
186,59,2022-01-21T15,Fought
195,70,2021-03-26T21,Talked
61,101,2023-03-03T18,Fought
192,57,2023-07-23T08,Ignored
191,15,2023-07-12T20,Talked
85,98,2021-02-01T23,Fought
44,108,2022-11-01T08,Sold To
77,38,2022-05-09T13,Ignored
153,52,2021-05-08T19,Talked
28,27,2021-11-25T02,Talked
163,114,2023-06-05T21,Ignored
107,125,2021-09-25T20,Bought From
126,4,2022-07-14T00,Bought From
118,111,2021-10-16T23,Ignored
38,72,2021-02-16T23,Ignored
201,53,2021-09-06T16,Bought From
95,14,2022-07-04T23,Ignored
