character_id,guild_id,timestamp,value
68,187,2021-04-15T22,Joined
50,24,2021-10-19T00,Promoted
26,111,2021-07-17T16,Joined
94,105,2023-08-19T01,Left
134,118,2023-08-06T19,Joined
36,166,2022-04-19T14,Left
122,195,2023-05-13T19,Joined
26,40,2021-06-22T11,Joined
138,121,2021-04-09T05,Promoted
108,149,2021-03-29T16,Joined
54,84,2023-08-30T04,Joined
40,89,2021-10-05T05,Left
118,48,2022-05-03T10,Left
68,18,2021-03-18T00,Joined
23,39,2021-06-01T18,Joined
12,166,2022-12-05T11,Left
79,173,2021-10-12T04,Promoted
97,117,2021-08-21T15,Promoted
38,38,2022-03-15T06,Promoted
5,46,2021-07-27T18,Joined
8,60,2021-01-25T04,Joined
91,57,2021-08-25T07,Left
122,139,2022-08-08T15,Left
69,161,2021-08-21T09,Promoted
27,19,2023-06-03T07,Joined
115,103,2023-01-26T00,Left
133,38,2022-03-03T12,Left
81,117,2021-04-22T14,Promoted
10,69,2022-08-07T10,Promoted
104,69,2023-06-13T20,Left
27,142,2022-02-06T07,Promoted
76,156,2023-07-19T12,Left
134,84,2021-05-21T00,Promoted
133,105,2021-05-10T01,Joined
27,57,2021-05-11T10,Left
40,6,2021-12-27T09,Joined
99,195,2023-06-03T20,Left
53,151,2023-06-09T19,Left
91,137,2022-09-09T19,Joined
133,89,2022-11-06T15,Left
40,195,2022-11-02T00,Left
99,189,2021-04-30T10,Left
94,13,2023-06-16T07,Promoted
6,43,2022-02-16T01,Joined
50,40,2023-03-10T03,Left
129,142,2021-08-03T05,Joined
101,147,2021-02-26T19,Joined
33,41,2023-03-27T14,Left
91,153,2023-07-21T19,Promoted
97,35,2022-11-21T22,Joined
107,114,2022-08-13T15,Joined
97,28,2022-11-05T02,Left
22,128,2023-04-20T04,Joined
57,137,2023-01-07T10,Promoted
13,76,2021-08-14T16,Promoted
111,179,2021-12-29T10,Promoted
6,100,2022-04-30T15,Promoted
32,109,2022-10-09T00,Promoted
33,13,2021-10-26T09,Joined
49,156,2022-06-11T02,Promoted
40,59,2021-01-02T14,Promoted
44,139,2022-09-24T08,Joined
63,13,2022-07-31T18,Joined
3,98,2023-04-08T14,Promoted
113,156,2022-10-03T09,Left
124,171,2023-02-24T16,Joined
107,189,2021-09-14T16,Joined
119,137,2021-03-19T13,Promoted
13,151,2021-05-19T15,Joined
50,78,2023-01-04T15,Joined
3,114,2021-11-02T19,Left
12,192,2021-10-29T07,Promoted
37,114,2022-08-02T18,Joined
113,48,2021-06-29T02,Left
40,100,2022-12-04T05,Promoted
131,125,2023-08-04T14,Joined
57,8,2023-03-12T14,Joined
13,164,2021-08-09T20,Promoted
136,146,2021-01-11T06,Joined
76,60,2021-05-06T06,Left
13,159,2021-12-31T07,Left
133,16,2022-07-18T06,Left
29,142,2023-05-04T17,Joined
38,142,2023-04-29T06,Promoted
58,181,2021-07-05T18,Left
13,1,2021-11-28T21,Joined
29,81,2023-06-05T15,Left
10,189,2023-05-08T23,Promoted
26,3,2021-12-20T05,Left
16,9,2023-05-01T16,Joined
8,54,2022-09-05T13,Promoted
129,12,2022-05-12T11,Joined
98,81,2021-01-20T13,Joined
36,54,2021-09-26T09,Promoted
71,69,2023-08-02T04,Promoted
84,68,2022-04-04T08,Joined
96,84,2022-05-09T11,Joined
126,12,2022-11-04T13,Left
40,68,2022-06-02T16,Joined
44,43,2023-06-12T03,Left
58,75,2022-08-31T18,Left
58,166,2021-04-26T07,Promoted
107,139,2022-05-25T22,Left
23,57,2021-02-23T18,Promoted
54,146,2021-06-29T08,Left
55,171,2022-07-04T16,Promoted
81,105,2022-07-06T23,Joined
57,146,2022-08-08T15,Promoted
130,16,2021-12-28T15,Promoted
37,14,2021-04-18T23,Joined
32,12,2021-12-20T13,Promoted
119,9,2023-05-02T20,Promoted
16,157,2023-08-29T21,Left
108,24,2021-12-24T07,Promoted
101,157,2023-04-08T14,Joined
77,130,2022-08-04T09,Left
6,14,2021-11-02T15,Joined
49,118,2021-09-30T11,Promoted
27,84,2021-06-23T16,Left
81,128,2022-01-19T20,Left
10,65,2022-01-20T15,Promoted
130,35,2023-05-11T09,Joined
44,41,2021-01-30T12,Joined
115,1,2022-09-28T05,Promoted
69,107,2021-02-15T00,Promoted
87,76,2021-11-26T14,Promoted
3,50,2022-12-04T10,Joined
113,189,2022-10-02T20,Left
69,145,2021-07-27T07,Left
10,186,2021-09-02T17,Promoted
12,174,2023-08-25T09,Left
107,76,2021-10-11T10,Joined
111,87,2021-02-27T08,Left
64,8,2021-02-14T02,Left
129,176,2023-01-23T12,Left
76,13,2021-10-17T16,Left
33,109,2021-10-28T14,Left
66,107,2021-04-20T17,Left
104,95,2022-06-17T19,Joined
113,107,2023-08-14T03,Left
77,41,2021-08-21T17,Joined
129,76,2023-06-14T11,Joined
129,106,2023-07-07T01,Promoted
134,187,2021-04-12T06,Left
6,81,2021-07-19T04,Left
53,43,2022-09-02T18,Joined
18,59,2021-03-21T15,Joined
43,137,2021-08-21T18,Promoted
98,103,2021-05-08T17,Promoted
130,186,2022-04-29T12,Left
40,128,2021-03-05T17,Joined
91,8,2021-12-15T09,Joined
118,39,2021-04-21T13,Left
99,83,2023-07-11T16,Joined
3,107,2021-06-12T07,Left
98,19,2021-10-14T01,Left
68,72,2023-06-06T11,Left
133,14,2021-11-20T03,Left
26,130,2022-09-13T14,Left
64,28,2022-08-17T11,Left
47,139,2021-04-17T13,Joined
43,168,2021-11-07T05,Joined
12,84,2023-06-23T08,Promoted
18,166,2022-07-09T10,Left
119,51,2023-08-03T03,Left
134,130,2021-12-17T17,Joined
55,48,2021-12-19T17,Promoted
124,176,2021-11-12T02,Joined
133,57,2022-05-16T00,Promoted
96,176,2023-01-28T21,Joined
121,146,2021-08-22T23,Promoted
6,103,2021-04-26T15,Joined
8,134,2023-03-28T03,Left
79,112,2021-03-27T00,Left
60,30,2021-09-06T06,Left
115,18,2022-10-16T10,Left
130,187,2021-02-23T04,Joined
64,75,2023-09-08T02,Left
47,89,2021-02-09T01,Left
79,117,2021-11-28T02,Left
122,89,2022-08-06T05,Joined
43,106,2023-04-08T11,Left
108,16,2021-04-05T18,Joined
64,8,2023-01-09T14,Promoted
50,69,2023-01-11T06,Promoted
134,19,2022-10-10T05,Joined
10,151,2022-07-17T05,Joined
107,146,2023-01-10T04,Promoted
108,134,2021-06-18T23,Left
98,176,2021-02-05T08,Joined
49,75,2022-11-13T03,Promoted
138,162,2023-08-22T11,Promoted
68,38,2023-02-08T23,Promoted
22,51,2022-11-11T17,Promoted
26,69,2022-11-09T10,Joined
94,121,2021-07-06T09,Promoted
52,109,2022-11-15T16,Left
101,146,2022-11-24T21,Left
91,183,2023-03-15T00,Joined
33,59,2021-03-31T14,Left
12,151,2021-12-23T17,Left
10,16,2023-09-03T08,Joined
8,118,2023-05-11T14,Left
130,35,2023-08-14T12,Left
97,186,2022-01-19T19,Left
10,117,2021-03-14T10,Promoted
52,153,2023-08-16T09,Left
134,87,2022-08-18T01,Promoted
20,57,2022-07-30T19,Promoted
49,18,2021-02-26T05,Left
52,149,2021-12-17T20,Joined
32,162,2023-04-18T00,Joined
129,89,2023-02-04T03,Joined
89,109,2022-03-13T21,Joined
134,84,2022-03-21T06,Left
115,65,2021-11-29T18,Promoted
18,192,2022-01-01T21,Promoted
134,75,2023-04-05T13,Promoted
115,33,2023-05-01T08,Promoted
13,22,2023-08-03T11,Promoted
13,125,2022-03-26T03,Promoted
27,84,2022-10-29T02,Left
27,157,2022-02-18T00,Promoted
36,146,2021-09-30T23,Joined
22,183,2023-09-02T11,Left
66,171,2022-02-14T12,Left
18,38,2023-05-07T01,Left
3,68,2022-12-23T13,Left
129,195,2022-07-25T00,Joined
111,183,2023-07-28T10,Left
87,166,2023-07-26T04,Left
118,187,2022-07-30T15,Promoted
130,132,2022-12-29T00,Promoted
37,48,2021-05-10T23,Promoted
32,89,2022-08-07T02,Joined
98,46,2022-03-09T13,Left
87,39,2023-04-03T17,Joined
99,173,2023-09-05T06,Promoted
97,111,2021-08-28T13,Joined
27,91,2022-08-07T21,Left
66,43,2021-12-24T08,Joined
49,125,2021-08-05T02,Joined
118,118,2022-09-20T12,Promoted
106,63,2023-07-23T05,Promoted
47,189,2023-05-10T14,Left
13,189,2022-01-21T03,Left
22,176,2021-05-21T20,Joined
94,38,2023-07-08T00,Promoted
108,111,2022-11-02T22,Left
43,3,2023-01-08T07,Joined
53,117,2022-11-27T15,Left
53,147,2021-12-18T06,Left
38,33,2021-04-07T02,Promoted
63,161,2021-07-24T21,Promoted
16,145,2023-07-30T16,Promoted
133,12,2022-05-30T16,Joined
13,14,2021-10-31T09,Left
12,84,2023-09-03T05,Joined
81,30,2021-01-14T11,Left
129,38,2022-11-23T00,Left
33,51,2023-02-25T00,Left
77,57,2023-02-05T14,Promoted
18,22,2022-10-07T02,Promoted
119,146,2021-12-04T00,Joined
10,8,2021-09-16T20,Promoted
126,22,2021-05-19T04,Left
89,25,2023-09-03T04,Promoted
44,84,2022-07-13T11,Promoted
49,181,2021-10-14T22,Joined
121,35,2022-10-02T02,Joined
13,109,2023-05-24T09,Joined
29,111,2022-02-19T15,Joined
29,114,2021-05-28T09,Left
33,63,2021-02-04T08,Joined
33,145,2021-07-31T20,Left
44,105,2023-08-01T21,Promoted
131,51,2022-05-11T04,Promoted
118,109,2021-04-25T15,Joined
119,176,2022-12-05T03,Promoted
118,132,2023-07-06T17,Joined
119,132,2022-09-10T06,Promoted
84,25,2021-07-30T00,Joined
104,8,2021-10-09T09,Promoted
69,3,2022-11-25T22,Joined
97,130,2022-07-01T17,Joined
16,103,2022-12-12T01,Promoted
84,30,2022-01-30T01,Left
134,72,2023-08-28T14,Left
27,75,2022-10-26T22,Left
84,132,2023-03-21T16,Left
122,153,2021-04-14T04,Joined
55,174,2023-04-04T06,Left
66,123,2021-12-16T04,Joined
138,54,2023-03-22T00,Joined
47,48,2021-06-06T23,Promoted
18,147,2021-09-05T16,Joined
124,164,2023-08-22T01,Promoted
104,63,2023-02-27T06,Promoted
36,13,2022-04-11T19,Left
76,103,2021-01-28T20,Joined
55,105,2022-12-21T18,Left
115,48,2021-02-23T13,Joined
16,156,2023-02-17T01,Left
91,46,2021-06-20T03,Promoted
81,147,2022-03-29T02,Joined
57,189,2022-05-06T21,Left
43,192,2022-05-09T19,Joined
138,189,2021-02-24T10,Left
97,38,2022-04-21T18,Joined
96,189,2023-08-10T23,Promoted
134,103,2023-05-09T03,Joined
74,19,2022-09-08T21,Left
57,50,2021-09-17T19,Promoted
87,174,2021-03-26T04,Joined
38,106,2023-03-08T00,Promoted
44,147,2021-10-14T13,Promoted
27,174,2021-11-10T16,Left
97,151,2021-01-18T13,Joined
129,75,2023-08-12T06,Promoted
129,95,2021-04-01T14,Left
66,65,2022-05-22T03,Joined
118,91,2021-03-09T17,Promoted
89,125,2021-06-22T15,Joined
63,157,2021-01-16T12,Joined
87,57,2021-11-04T21,Left
91,151,2021-04-05T16,Promoted
89,103,2022-05-29T12,Joined
104,78,2023-03-21T04,Left
119,22,2021-09-29T03,Promoted
71,168,2021-11-28T07,Promoted
37,30,2023-07-01T11,Left
29,30,2021-04-14T20,Joined
27,57,2022-09-22T03,Left
84,28,2023-01-21T09,Left
23,9,2023-01-22T05,Left
60,48,2022-02-15T12,Left
96,128,2022-03-30T09,Promoted
107,63,2021-01-05T19,Promoted
113,28,2022-12-20T23,Promoted
111,171,2023-05-03T14,Left
26,22,2021-05-07T14,Left
121,173,2023-04-27T14,Promoted
106,59,2022-12-09T02,Joined
76,183,2022-10-18T15,Promoted
94,68,2022-06-04T01,Left
27,117,2022-05-07T11,Left
63,38,2022-11-26T21,Joined
49,145,2023-03-19T05,Promoted
107,166,2022-04-29T23,Joined
101,6,2021-07-11T05,Joined
71,3,2023-01-12T00,Left
50,176,2022-01-04T15,Left
43,8,2023-08-26T06,Joined
91,161,2022-12-24T03,Left
50,69,2022-06-05T12,Promoted
6,3,2022-05-20T16,Promoted
50,87,2021-01-05T09,Promoted
10,134,2023-06-26T14,Joined
98,38,2023-02-03T21,Joined
113,153,2022-09-02T20,Left
43,107,2022-06-15T00,Promoted
129,81,2023-06-09T09,Left
32,137,2023-04-27T16,Promoted
18,164,2021-08-03T12,Joined
107,91,2021-05-01T19,Left
126,95,2021-07-02T17,Left
66,164,2021-05-21T19,Promoted
98,48,2023-06-24T05,Left
64,28,2022-03-23T09,Joined
118,117,2022-10-15T20,Promoted
97,83,2023-04-13T11,Promoted
126,139,2022-07-15T10,Promoted
12,16,2022-05-19T12,Left
101,81,2022-11-11T00,Promoted
97,139,2023-09-14T13,Joined
36,157,2022-07-19T01,Joined
76,157,2022-09-17T11,Promoted
54,25,2022-05-02T13,Joined
13,181,2023-08-18T05,Promoted
115,91,2021-02-27T13,Promoted
38,109,2022-02-19T10,Left
130,3,2023-01-21T22,Joined
27,151,2022-09-12T03,Left
13,72,2023-08-17T21,Promoted
71,57,2023-01-30T13,Left
6,51,2021-06-05T01,Joined
106,187,2021-07-25T07,Promoted
55,89,2022-09-01T21,Promoted
18,130,2023-08-27T15,Left
139,18,2023-05-12T10,Joined
107,174,2021-01-24T10,Joined
81,63,2022-10-20T20,Promoted
50,33,2021-06-22T23,Left
131,38,2022-11-13T13,Promoted
113,145,2022-05-25T15,Joined
22,83,2022-06-18T05,Promoted
111,192,2022-02-13T15,Joined
104,14,2021-01-27T06,Left
5,33,2022-02-23T15,Promoted
40,51,2023-05-21T15,Promoted
52,100,2022-04-18T13,Promoted
64,13,2021-08-13T23,Left
138,137,2021-07-02T00,Left
74,57,2022-08-03T02,Left
118,39,2022-12-27T15,Joined
84,100,2022-01-04T19,Left
96,12,2021-10-15T10,Joined
49,114,2023-02-13T07,Promoted
37,18,2022-06-25T23,Left
134,103,2022-03-19T22,Promoted
81,187,2022-04-06T03,Joined
37,146,2023-06-13T03,Left
33,69,2023-01-03T15,Joined
133,137,2023-09-12T05,Joined
60,147,2023-06-08T17,Left
38,54,2022-07-18T06,Promoted
5,54,2022-09-25T09,Left
113,91,2021-10-22T04,Joined
69,9,2023-01-04T10,Promoted
64,22,2022-08-25T04,Promoted
129,33,2022-02-17T08,Left
37,100,2022-12-25T11,Left
33,25,2022-04-26T23,Left
96,43,2022-05-09T10,Left
26,51,2023-04-21T16,Promoted
8,162,2022-12-13T01,Left
13,153,2021-05-13T00,Left
38,139,2022-06-20T02,Promoted
119,57,2022-05-26T04,Left
5,159,2022-03-24T19,Left
111,153,2021-10-14T09,Left
16,176,2021-06-16T17,Left
139,24,2021-01-24T20,Joined
52,128,2023-05-08T04,Promoted
79,153,2023-01-28T14,Promoted
69,105,2023-05-03T09,Promoted
77,41,2021-06-10T23,Joined
97,38,2023-03-09T02,Promoted
69,103,2021-06-10T15,Left
64,130,2022-02-26T17,Left
60,72,2022-10-16T11,Promoted
130,28,2023-04-15T20,Left
10,98,2022-08-18T06,Left
79,112,2021-01-16T08,Left
10,39,2023-01-04T01,Promoted
96,28,2023-05-11T03,Promoted
106,128,2021-08-07T23,Joined
77,112,2022-11-16T08,Joined
43,145,2023-08-14T01,Left
134,107,2021-06-07T04,Promoted
55,25,2022-07-27T00,Joined
108,9,2022-01-06T05,Left
54,183,2023-02-06T04,Promoted
32,132,2022-12-19T19,Promoted
87,106,2023-05-23T06,Promoted
115,65,2023-05-01T21,Promoted
66,187,2023-06-25T02,Promoted
77,35,2022-04-03T04,Joined
5,181,2021-03-07T09,Joined
10,84,2023-06-21T19,Left
40,78,2023-06-15T21,Left
68,93,2023-05-08T20,Left
134,162,2023-07-07T13,Left
64,171,2023-07-21T11,Promoted
52,146,2021-04-17T04,Promoted
99,171,2022-05-31T10,Joined
115,105,2023-02-12T17,Left
139,132,2022-06-29T19,Left
122,12,2021-01-21T15,Promoted
5,181,2022-06-23T13,Joined
12,46,2022-05-03T16,Promoted
124,159,2022-11-18T18,Promoted
91,46,2021-05-21T02,Promoted
40,95,2023-03-08T07,Joined
115,151,2023-02-15T01,Left
37,76,2022-02-03T07,Joined
119,153,2022-01-05T15,Joined
60,91,2023-03-24T21,Joined
10,130,2021-10-07T11,Left
47,3,2022-09-27T08,Promoted
96,13,2023-03-11T16,Joined
74,161,2022-03-07T19,Promoted
115,112,2023-02-19T21,Left
126,8,2021-10-10T17,Promoted
96,69,2022-05-21T03,Joined
53,13,2023-01-05T17,Promoted
91,91,2022-08-30T08,Joined
12,166,2022-07-08T02,Left
10,75,2022-12-20T15,Left
52,33,2023-05-09T08,Left
76,168,2023-05-19T08,Joined
3,69,2022-07-05T20,Left
18,16,2022-01-25T06,Promoted
18,84,2023-09-14T08,Joined
118,51,2021-12-24T20,Joined
55,84,2023-06-25T14,Joined
131,93,2023-06-12T14,Promoted
91,87,2023-08-16T05,Promoted
79,117,2022-02-14T09,Joined
10,151,2023-01-18T14,Left
53,171,2021-01-12T07,Joined
40,189,2023-02-24T00,Promoted
33,111,2023-05-18T14,Left
104,93,2021-11-20T19,Joined
38,189,2023-07-01T23,Joined
47,117,2022-03-25T22,Promoted
36,24,2022-11-01T10,Joined
68,176,2021-05-30T07,Promoted
136,137,2022-10-27T12,Joined
79,181,2022-03-04T06,Joined
64,151,2022-03-24T02,Promoted
57,105,2021-05-18T02,Joined
113,51,2023-07-28T09,Joined
63,173,2023-05-25T18,Left
118,168,2021-05-16T09,Promoted
18,125,2022-03-04T16,Promoted
66,157,2021-06-26T16,Joined
55,105,2021-11-22T06,Promoted
139,33,2021-03-16T16,Joined
53,16,2023-03-21T20,Promoted
55,132,2021-10-18T04,Joined
76,3,2022-08-22T21,Left
55,84,2022-09-10T03,Promoted
133,78,2023-04-29T20,Left
33,145,2022-11-26T05,Joined
126,28,2022-02-11T17,Joined
107,69,2022-06-05T21,Promoted
23,103,2023-03-16T13,Joined
20,39,2023-04-09T16,Promoted
5,107,2023-09-14T12,Left
124,39,2021-08-23T16,Promoted
111,91,2023-02-20T12,Left
57,107,2022-10-07T18,Promoted
98,146,2021-04-18T12,Left
131,156,2022-06-22T22,Joined
20,195,2022-10-07T20,Left
32,22,2023-01-31T07,Left
20,95,2022-08-15T07,Joined
87,68,2021-09-19T03,Promoted
37,3,2022-05-09T05,Left
124,192,2022-09-23T17,Left
20,105,2022-04-10T11,Joined
26,60,2021-09-20T07,Joined
3,192,2022-11-29T04,Joined
101,6,2021-04-20T18,Left
3,72,2023-02-06T06,Left
43,186,2022-04-26T13,Promoted
76,100,2022-07-06T09,Promoted
23,123,2023-03-27T01,Promoted
74,78,2021-12-14T02,Promoted
38,84,2023-08-11T16,Promoted
20,16,2023-03-02T18,Left
74,54,2022-04-13T18,Promoted
44,146,2022-10-23T03,Left
129,48,2022-08-27T01,Promoted
37,51,2021-12-24T21,Promoted
84,123,2022-02-28T13,Left
54,54,2021-08-03T02,Joined
32,109,2022-05-01T15,Promoted
136,111,2021-01-07T21,Joined
13,139,2022-03-09T08,Joined
49,195,2023-06-14T23,Left
129,112,2021-01-05T19,Promoted
12,75,2021-10-01T22,Promoted
113,54,2023-01-16T11,Promoted
58,107,2021-09-15T20,Left
139,25,2022-08-25T06,Promoted
37,107,2021-07-13T01,Left
84,134,2023-08-24T14,Promoted
58,109,2021-07-20T00,Joined
119,173,2023-06-12T23,Joined
22,68,2023-03-08T17,Left
38,84,2022-05-28T09,Joined
121,83,2021-04-19T08,Joined
69,48,2021-08-03T05,Left
81,164,2021-03-10T21,Joined
130,35,2021-05-20T21,Promoted
18,40,2022-05-04T05,Left
16,149,2021-06-13T07,Joined
130,166,2022-04-02T06,Joined
87,137,2021-09-22T08,Joined
44,161,2021-07-20T21,Joined
37,57,2021-11-13T20,Left
129,60,2021-11-29T18,Joined
84,157,2021-07-31T20,Joined
108,111,2022-10-03T19,Promoted
50,98,2021-05-11T12,Promoted
76,65,2022-10-23T03,Joined
23,39,2021-11-29T11,Promoted
74,189,2023-04-05T05,Left
94,145,2021-09-08T08,Left
40,147,2022-04-04T13,Joined
89,181,2022-05-02T06,Left
20,33,2021-12-14T19,Joined
36,179,2021-01-22T16,Joined
20,176,2022-11-13T14,Promoted
139,6,2021-07-01T22,Joined
37,40,2021-06-30T09,Promoted
38,118,2022-07-21T13,Promoted
12,111,2022-10-12T12,Joined
47,68,2022-09-30T14,Joined
107,137,2022-01-22T07,Promoted
81,109,2023-02-20T03,Promoted
69,176,2021-09-19T05,Joined
111,107,2021-10-15T16,Joined
6,12,2021-09-25T16,Promoted
69,173,2021-02-16T02,Promoted
43,95,2021-05-31T20,Left
84,151,2021-07-27T12,Promoted
50,105,2021-10-08T23,Promoted
139,28,2022-01-27T10,Left
139,98,2021-05-27T02,Promoted
58,75,2023-01-06T21,Joined
58,14,2022-06-20T09,Left
71,91,2023-02-01T08,Left
94,114,2021-03-07T14,Promoted
94,103,2022-06-24T23,Joined
55,151,2022-08-03T05,Promoted
10,57,2023-05-09T20,Promoted
40,91,2021-07-23T04,Joined
55,59,2023-06-24T11,Left
33,181,2023-08-11T07,Promoted
121,81,2022-08-26T04,Promoted
58,35,2021-11-04T05,Left
8,146,2022-07-06T13,Left
77,132,2022-07-28T22,Left
99,43,2021-08-07T11,Left
79,1,2023-05-20T10,Joined
76,18,2022-03-13T21,Joined
44,139,2021-12-19T20,Joined
6,57,2021-07-28T17,Promoted
126,14,2023-08-09T08,Left
126,187,2023-09-12T20,Left
57,75,2023-04-09T03,Promoted
47,40,2023-03-03T21,Left
38,59,2023-03-23T03,Promoted
136,8,2021-08-20T13,Promoted
122,76,2023-04-06T20,Left
38,145,2023-05-15T11,Joined
55,147,2023-05-08T12,Left
55,69,2022-08-22T21,Joined
66,145,2022-07-16T17,Left
18,60,2023-06-19T08,Joined
16,75,2022-12-22T08,Left
40,25,2023-08-22T10,Joined
74,171,2023-01-04T23,Joined
22,125,2021-03-07T04,Promoted
126,98,2023-08-31T00,Left
124,149,2023-04-02T10,Promoted
124,173,2023-02-07T16,Promoted
71,25,2023-03-16T20,Promoted
68,118,2023-01-20T11,Left
29,112,2022-06-17T20,Promoted
66,121,2023-03-25T13,Promoted
84,149,2023-06-11T09,Joined
139,3,2023-03-06T20,Joined
52,146,2023-07-20T13,Left
49,69,2023-03-16T05,Joined
81,54,2021-10-22T11,Promoted
58,65,2023-07-03T16,Left
133,189,2021-04-26T13,Promoted
6,51,2022-06-02T10,Joined
27,40,2022-05-22T21,Left
37,68,2021-03-25T10,Left
23,16,2022-10-11T01,Promoted
64,35,2022-06-09T08,Left
57,13,2022-06-29T23,Promoted
8,43,2021-01-20T04,Joined
84,187,2021-07-01T13,Promoted
91,132,2023-08-23T13,Left
91,183,2023-01-08T10,Promoted
91,57,2021-08-22T14,Promoted
3,89,2022-10-16T00,Left
99,146,2023-03-23T18,Promoted
10,3,2022-12-16T03,Promoted
27,13,2021-10-09T08,Joined
106,13,2023-03-29T08,Left
126,161,2021-07-09T02,Left
134,28,2023-08-18T11,Left
8,125,2021-01-15T21,Joined
97,24,2022-03-23T19,Promoted
66,183,2023-06-05T04,Promoted
98,98,2021-10-25T22,Promoted
129,95,2022-08-09T08,Left
76,114,2021-10-07T21,Joined
33,139,2023-04-26T18,Joined
53,81,2022-01-03T19,Promoted
22,111,2023-07-14T17,Left
64,187,2022-06-21T17,Promoted
66,112,2022-03-29T01,Joined
49,174,2022-01-09T12,Left
18,128,2021-06-18T10,Left
54,103,2022-07-01T23,Promoted
50,84,2023-08-05T06,Promoted
99,100,2022-10-03T23,Joined
76,28,2022-05-03T11,Joined
89,51,2021-06-11T22,Promoted
136,87,2023-04-04T11,Joined
10,192,2022-03-07T09,Promoted
29,69,2021-11-20T12,Left
97,111,2021-05-15T22,Promoted
18,38,2021-07-06T05,Promoted
94,189,2021-02-25T13,Joined
119,89,2021-07-31T12,Left
22,48,2023-03-27T00,Promoted
23,189,2023-06-03T11,Joined
37,100,2021-02-18T18,Joined
55,168,2022-03-25T05,Left
49,181,2021-02-08T07,Left
69,183,2022-10-02T11,Left
43,186,2021-12-16T22,Promoted
133,12,2021-04-21T00,Promoted
23,24,2023-06-11T01,Joined
26,89,2023-02-26T22,Joined
96,19,2022-08-30T14,Left
136,22,2023-05-10T00,Left
54,192,2023-05-08T11,Joined
33,174,2023-02-14T00,Left
122,189,2021-10-22T11,Promoted
8,192,2021-09-21T21,Left
55,24,2022-07-09T21,Promoted
79,8,2022-03-27T17,Joined
107,106,2022-07-22T16,Joined
84,41,2023-08-09T18,Left
43,38,2023-08-13T23,Joined
68,174,2023-01-08T13,Joined
60,125,2022-01-30T02,Joined
6,114,2021-06-20T02,Joined
50,114,2022-04-22T06,Joined
98,123,2021-03-21T04,Promoted
99,147,2022-09-20T08,Promoted
6,176,2021-08-10T03,Joined
27,109,2022-02-09T19,Promoted
118,50,2021-12-20T18,Left
49,118,2021-04-09T14,Left
10,43,2023-04-08T08,Joined
130,59,2021-02-06T05,Joined
115,151,2021-10-05T06,Left
122,139,2022-08-18T05,Promoted
298,16,2021-08-29T01,Left
236,41,2023-03-18T06,Promoted
304,175,2021-08-28T01,Joined
118,114,2022-09-07T22,Left
60,21,2023-08-29T18,Joined
18,217,2022-07-21T08,Promoted
35,62,2021-01-12T02,Joined
121,131,2021-03-16T17,Left
290,68,2021-03-04T02,Promoted
381,32,2023-05-19T22,Joined
178,170,2021-10-06T23,Joined
375,195,2022-05-17T03,Joined
256,189,2021-05-11T03,Promoted
273,98,2022-02-04T19,Promoted
79,125,2023-08-07T23,Promoted
190,79,2021-04-10T00,Left
311,210,2022-04-30T08,Joined
199,80,2022-02-14T18,Promoted
102,49,2021-06-16T20,Left
238,166,2022-11-05T01,Joined
30,214,2021-12-31T00,Left
404,87,2022-07-07T02,Joined
112,143,2022-11-28T16,Promoted
308,16,2023-06-16T15,Left
264,168,2021-07-26T21,Left
211,166,2021-03-30T10,Left
267,5,2023-02-11T02,Left
359,127,2023-04-29T15,Left
202,147,2021-11-01T01,Promoted
35,189,2021-12-19T04,Promoted
123,80,2022-03-12T20,Promoted
338,38,2022-01-07T11,Joined
191,191,2022-08-29T13,Joined
131,214,2022-10-04T22,Promoted
59,24,2023-01-03T07,Joined
39,127,2021-04-11T11,Joined
247,181,2021-10-31T04,Joined
114,98,2021-01-21T04,Left
3,191,2022-06-29T04,Joined
285,159,2021-06-26T08,Promoted
168,70,2022-10-22T12,Joined
230,178,2022-06-03T21,Promoted
142,45,2022-10-04T16,Left
226,154,2022-10-12T01,Promoted
144,84,2022-02-18T13,Promoted
6,195,2023-03-22T13,Promoted
375,119,2023-07-29T08,Promoted
73,191,2022-03-29T19,Left
252,54,2022-07-05T08,Left
84,94,2022-10-20T03,Left
368,198,2022-08-28T06,Joined
122,49,2021-03-27T01,Promoted
365,52,2023-01-11T03,Promoted
251,147,2021-06-02T06,Promoted
178,122,2022-02-11T05,Left
91,139,2022-11-02T16,Promoted
269,87,2022-04-23T18,Promoted
260,189,2023-07-30T10,Joined
315,119,2022-02-28T18,Left
96,173,2022-10-25T15,Joined
176,45,2022-07-29T10,Promoted
236,94,2022-10-05T09,Promoted
36,191,2021-08-20T21,Promoted
303,205,2022-10-29T18,Left
39,187,2022-03-08T19,Promoted
252,79,2021-11-26T11,Left
211,191,2023-01-08T16,Joined
98,115,2022-04-29T05,Left
91,52,2022-08-25T19,Joined
364,195,2021-08-22T23,Left
387,161,2022-04-14T06,Joined
73,71,2022-03-09T09,Left
62,81,2023-07-01T20,Joined
65,24,2023-01-11T10,Promoted
84,65,2022-09-21T12,Joined
374,143,2022-10-08T03,Promoted
30,102,2022-10-31T02,Promoted
299,149,2022-12-02T16,Joined
208,198,2021-04-30T02,Left
327,18,2021-07-09T14,Joined
236,144,2023-04-08T18,Joined
279,102,2021-08-12T13,Promoted
341,62,2021-09-23T15,Joined
